# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
2M02593571-1731458	a+,AAP, 643, 4, 2020			4472	2.09	-0.96	-0.92	
2M06572697+5543115	a+,AAP, 643, 4, 2020			4776	2.22	-1.21	-1.22	
2M13535604+4437076	T.Masseron+,ApJ, 904, L1, 2020	13 53 56.0537786088	+44 37 07.696366212	5143	2.5	-1.07	-1.07	0.25
2M14063545+2734116	a+,AAP, 643, 4, 2020			4859	2.17	-1.32	-1.34	
2M15053060+4211466	a+,AAP, 643, 4, 2020			4689	1.72	-1.52	-1.56	
2M15532396-3509322	a+,AAP, 643, 4, 2020			4766	2.12	-1.53	-1.58	
2M15535622+2237419	a+,AAP, 643, 4, 2020			4284	1.27	-1.26	-1.29	
2M16035902+0703353	a+,AAP, 643, 4, 2020			5095	2.71	-1.34	-1.34	
2M16055435+3003432	a+,AAP, 643, 4, 2020			4469	1.34	-1.65	-1.68	
2M16102218-2158014	a+,AAP, 643, 4, 2020			4342	1.55	-1.24	-1.26	
2M16112935-2000538	a+,AAP, 643, 4, 2020			4871	2.35	-1.2	-1.26	
2M16282719-0050428	a+,AAP, 643, 4, 2020			4433	1.95	-1.05	-1.07	
2M16443329+3624504	a+,AAP, 643, 4, 2020			4816	2.06	-1.36	-1.44	
2M17254242-1331201	a+,AAP, 643, 4, 2020			4485	1.99	-0.97	-0.99	
2M17254298-2106351	a+,AAP, 643, 4, 2020			4740	1.89	-1.52	-1.62	
2M17313399-2640506	a+,AAP, 643, 4, 2020			3792	0.62	-0.93	-0.98	
2M17343682-2654206	a+,AAP, 643, 4, 2020			4511	1.98	-0.98	-1.02	
2M17425767-2803437	a+,AAP, 643, 4, 2020			4569	1.96	-0.85	-0.94	
2M17431262-2843363	a+,AAP, 643, 4, 2020			4149	0.16	-0.72	-0.76	
2M17461523-3407127	a+,AAP, 643, 4, 2020			4559	1.93	-1.22	-1.3	
2M17475763-2913591	a+,AAP, 643, 4, 2020			3837	0.06	-1.04	-0.98	
2M17480799-2712083	a+,AAP, 643, 4, 2020			3913	1.11	-0.74	-0.87	
2M17484544-2915516	a+,AAP, 643, 4, 2020			4241	1.53	-0.82	-0.9	
2M18035017-2552334	a+,AAP, 643, 4, 2020			4190	1.59	-0.88	-0.9	
2M18041915-3703227	a+,AAP, 643, 4, 2020			3808	0.33	-1.07	-0.99	
2M18490114-3042332	a+,AAP, 643, 4, 2020			4426	1.79	-0.96	-0.97	
2M18524618-2520372	a+,AAP, 643, 4, 2020			4518	2.07	-1.02	-1.02	
2M19010991-2121082	a+,AAP, 643, 4, 2020			4368	1.39	-1.33	-1.34	
2M21372238+1244305	a+,AAP, 643, 4, 2020			5062	2.86	-0.93	-0.9	
2M22015198-1141479	a+,AAP, 643, 4, 2020			4269	1.57	-1.25	-1.23	
2M22045404-1148287	T.Masseron+,ApJ, 904, L1, 2020	22 04 54.0447500184	-11 48 28.717892748	4578	1.64	-1.26	-1.26	0.22
2MASSJ02121851+4923143	C.L.Kielty+,MNRAS, 471, 404, 2017	02 12 18.51	+49 23 14.4	4593	1.61	-1.82	-1.82	
2MASSJ03084611-4747083	H.R.Jacobson+,ApJ, 807, 171, 2015	03 08 46.11	-47 47 08.3	5071	2.15	-1.56	-1.56	0.32
2MASSJ05352696-0510173	C.L.Kielty+,MNRAS, 471, 404, 2017	05 35 26.97	-05 10 17.3	4591	2.34	-1.9	-1.9	
2MASSJ11584435+5518120	C.L.Kielty+,MNRAS, 471, 404, 2017	11 58 44.36	+55 18 12.1	4555	1.29	-1.8	-1.8	
2MASSJ12451043+1217401	J.G.Fernandez-Trincado+,AAP, 631, A97, 2019	19 21 736.55	+12 17 40.55	4750.2	2.24	-1.08	-1.13	
2MASSJ13314691+2804210	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	13 31 46.91136	+28 04 21.0360	4114.6	1.381	-1.08	-1.12	
2MASSJ14571988+1751501	C.L.Kielty+,MNRAS, 471, 404, 2017	14 57 19.88	+17 51 50.2	4566	1.35	-1.9	-1.9	
2MASSJ15153684+3501283	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	15 15 36.8380645167	+35 01 28.385786950	4379.2	1.808	-0.99	-1.04	
2MASSJ16092248+2449223	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	16 09 22.48080	+24 49 22.3896	4095.6	1.237	-1.14	-1.16	
2MASSJ16300629-1252459	C.L.Kielty+,MNRAS, 471, 404, 2017	16 30 06.29	-12 52 45.9	4539	0.99	-1.95	-1.95	
2MASSJ16300791+2537503	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	16 30 07.91976	+25 37 50.3724	4785.8	2.169	-1.09	-1.09	
2MASSJ16385680+3635073	C.L.Kielty+,MNRAS, 471, 404, 2017	16 38 56.81	+36 35 07.4	4561	1.46	-1.84	-1.84	
2MASSJ16482145-1930487	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	16 48 21.45792	-19 30 48.7116	4377.4	1.741	-0.96	-1.04	
2MASSJ16562103+1002085	C.L.Kielty+,MNRAS, 471, 404, 2017	16 56 21.04	+10 02 08.6	4376	0.93	-1.98	-1.98	
2MASSJ17155274+2907368	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	17 15 52.74336	+29 07 36.8112	4313.9	1.601	-1.07	-1.12	
2MASSJ17214096+4246147	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	17 21 40.96032	+42 46 14.7468	4439	1.614	-1.11	-1.13	
2MASSJ17502038-2805411	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	17 50 20.38320	-28 05 41.1036	3775	0.487	-1.09	-1.14	
2MASSJ18070782-1517393	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	18 07 07.82424	-15 17 39.3108	3924.7	1.126	-1.07	-1.03	
2MASSJ18111704-2352577	C.L.Kielty+,MNRAS, 471, 404, 2017	18 11 17.04	-23 52 57.7	4238	0.65	-1.82	-1.82	
2MASSJ19281906+4915086	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	19 28 19.0604578434	+49 15 08.607707327	4309	1.715	-1.22	-1.25	
2MASSJ23341347+4836321	J.G.Fernandez-Trincado+,ApJ, 886, L8, 2019	23 34 13.47456	+48 36 32.1840	4073.1	1.227	-1.17	-1.19	
2MJ02134021-0005183	C.M.Sakari+,ApJ, 868, 110, 2018	02 13 40.22	-00 05 18.4	6225	4.54	-1.88	-1.88	-0.06
2MJ13072823-0931148	C.M.Sakari+,ApJ, 868, 110, 2018	13 07 28.32	-09 31 15.6	4647	1.16	-1.98	-1.98	-0.1
2MJ14043762+0011117	C.M.Sakari+,ApJ, 868, 110, 2018	14 04 37.68	+00 11 13.2	4370	0.26	-1.87	-1.87	
2MJ15211026-0607566	C.M.Sakari+,ApJ, 868, 110, 2018	15 21 10.32	-06 07 58.8	4707	1.33	-2	-2	-0.06
b6b002	C.R.daSilveira+,AAP, 614, A149, 2018			5100	2.04	0.05	0.05	
b6b003	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.87	-0.73	-0.73	
b6b004	C.R.daSilveira+,AAP, 614, A149, 2018			4850	2.04	-1.25	-1.25	
b6b005	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.79	-0.42	-0.42	
b6b006	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.83	-0.61	-0.61	
b6b007	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.86	-0.04	-0.04	
b6b008	C.R.daSilveira+,AAP, 614, A149, 2018			5200	2.17	-0.5	-0.5	
b6b009	C.R.daSilveira+,AAP, 614, A149, 2018			4800	2.01	-1.03	-1.03	
b6b010	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.7	0	0	
b6b011	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.92	-1.13	-1.13	
b6b012	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.88	0.05	0.05	
b6b013	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.78	0.08	0.08	
b6b015	C.R.daSilveira+,AAP, 614, A149, 2018			4950	1.95	-0.38	-0.38	
b6b016	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.84	-0.81	-0.81	
b6b017	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.71	-0.03	-0.03	
b6b018	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.73	-0.39	-0.39	
b6b019	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.87	-0.26	-0.26	
b6b020	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.05	0.02	0.02	
b6b021	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.79	-0.76	-0.76	
b6b022	C.R.daSilveira+,AAP, 614, A149, 2018			4900	1.98	-0.2	-0.2	
b6b023	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.87	0.09	0.09	
b6b024	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.92	-1.16	-1.16	
b6b026	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.89	-0.55	-0.55	
b6b028	C.R.daSilveira+,AAP, 614, A149, 2018			4650	1.85	-0.55	-0.55	
b6b029	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.81	-1.1	-1.1	
b6b030	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.1	-0.12	-0.12	
b6b031	C.R.daSilveira+,AAP, 614, A149, 2018			5200	2.19	-1.26	-1.26	
b6b033	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.01	-0.66	-0.66	
b6b034	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.97	-0.5	-0.5	
b6b035	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.98	-1.58	-1.58	
b6b036	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.05	-0.9	-0.9	
b6b037	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.91	-0.56	-0.56	
b6b038	C.R.daSilveira+,AAP, 614, A149, 2018			4850	1.98	-0.09	-0.09	
b6b039	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.88	-0.32	-0.32	
b6b040	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.9	-0.14	-0.14	
b6b041	C.R.daSilveira+,AAP, 614, A149, 2018			4050	1.51	-0.47	-0.47	
b6b042	C.R.daSilveira+,AAP, 614, A149, 2018			5000	2.1	-0.22	-0.22	
b6b043	C.R.daSilveira+,AAP, 614, A149, 2018			4900	1.93	-0.24	-0.24	
b6b044	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.84	-0.37	-0.37	
b6b045	C.R.daSilveira+,AAP, 614, A149, 2018			4650	1.9	-0.47	-0.47	
b6b046	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.67	-0.02	-0.02	
b6b048	C.R.daSilveira+,AAP, 614, A149, 2018			4900	1.98	-0.95	-0.95	
b6b049	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.84	-0.32	-0.32	
b6b050	C.R.daSilveira+,AAP, 614, A149, 2018			5100	2.11	0.15	0.15	
b6b051	C.R.daSilveira+,AAP, 614, A149, 2018			5000	2.07	-0.32	-0.32	
b6b052	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.83	-0.61	-0.61	
b6b053	C.R.daSilveira+,AAP, 614, A149, 2018			5150	2.01	-0.52	-0.52	
b6b054	C.R.daSilveira+,AAP, 614, A149, 2018			5000	2.22	0.07	0.07	
b6b055	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.9	-0.39	-0.39	
b6b056	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.86	-0.6	-0.6	
b6b058	C.R.daSilveira+,AAP, 614, A149, 2018			5000	2.1	-0.37	-0.37	
b6b060	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.72	-0.42	-0.42	
b6b061	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.86	-0.39	-0.39	
b6b062	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.92	-0.6	-0.6	
b6b064	C.R.daSilveira+,AAP, 614, A149, 2018			4950	1.98	-1	-1	
b6b065	C.R.daSilveira+,AAP, 614, A149, 2018			5150	2.1	-0.62	-0.62	
b6b066	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.08	-0.32	-0.32	
b6b067	C.R.daSilveira+,AAP, 614, A149, 2018			5300	2.23	-0.48	-0.48	
b6b069	C.R.daSilveira+,AAP, 614, A149, 2018			5200	2.12	-0.39	-0.39	
b6b070	C.R.daSilveira+,AAP, 614, A149, 2018			5400	2.27	-0.26	-0.26	
b6b072	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.83	-0.57	-0.57	
b6b073	C.R.daSilveira+,AAP, 614, A149, 2018			4850	1.96	-0.88	-0.88	
b6b074	C.R.daSilveira+,AAP, 614, A149, 2018			5150	2.14	-0.06	-0.06	
b6b075	C.R.daSilveira+,AAP, 614, A149, 2018			5300	2.13	-0.22	-0.22	
b6b077	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.09	-0.84	-0.84	
b6b078	C.R.daSilveira+,AAP, 614, A149, 2018			4900	1.97	-0.18	-0.18	
b6b079	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.1	-0.59	-0.59	
b6b080	C.R.daSilveira+,AAP, 614, A149, 2018			4100	1.54	0.19	0.19	
b6b081	C.R.daSilveira+,AAP, 614, A149, 2018			4900	1.97	-0.25	-0.25	
b6b082	C.R.daSilveira+,AAP, 614, A149, 2018			5050	2.15	-0.08	-0.08	
b6b083	C.R.daSilveira+,AAP, 614, A149, 2018			4750	1.93	-0.5	-0.5	
b6b084	C.R.daSilveira+,AAP, 614, A149, 2018			4650	1.87	0.19	0.19	
b6b085	C.R.daSilveira+,AAP, 614, A149, 2018			4750	1.95	-0.36	-0.36	
b6b087	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.82	-0.09	-0.09	
b6b088	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.02	-0.09	-0.09	
b6b090	C.R.daSilveira+,AAP, 614, A149, 2018			4650	1.91	0.21	0.21	
b6b091	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.81	-0.25	-0.25	
b6b092	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.95	-0.42	-0.42	
b6b093	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.07	-0.11	-0.11	
b6b095	C.R.daSilveira+,AAP, 614, A149, 2018			4850	2.02	-0.51	-0.51	
b6b099	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.03	-0.21	-0.21	
b6b100	C.R.daSilveira+,AAP, 614, A149, 2018			5100	2.08	-0.4	-0.4	
b6b102	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.8	0.09	0.09	
b6b103	C.R.daSilveira+,AAP, 614, A149, 2018			5200	2.08	-0.4	-0.4	
b6b104	C.R.daSilveira+,AAP, 614, A149, 2018			5100	2.16	-0.08	-0.08	
b6b105	C.R.daSilveira+,AAP, 614, A149, 2018			4750	1.83	-0.05	-0.05	
b6b107	C.R.daSilveira+,AAP, 614, A149, 2018			4900	1.88	-0.91	-0.91	
b6b108	C.R.daSilveira+,AAP, 614, A149, 2018			4750	1.9	-0.56	-0.56	
b6b109	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.67	0	0	
b6b111	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.72	-0.25	-0.25	
b6b112	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.06	-0.14	-0.14	
b6b113	C.R.daSilveira+,AAP, 614, A149, 2018			4800	1.98	-0.43	-0.43	
b6b114	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.68	-0.02	-0.02	
b6b116	C.R.daSilveira+,AAP, 614, A149, 2018			4900	1.98	-1.15	-1.15	
b6b117	C.R.daSilveira+,AAP, 614, A149, 2018			5300	2.1	-1.2	-1.2	
b6b118	C.R.daSilveira+,AAP, 614, A149, 2018			4750	1.95	0.06	0.06	
b6b119	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.9	0	0	
b6b120	C.R.daSilveira+,AAP, 614, A149, 2018			4850	2.01	0.39	0.39	
b6b121	C.R.daSilveira+,AAP, 614, A149, 2018			5050	2.11	-0.77	-0.77	
b6b122	C.R.daSilveira+,AAP, 614, A149, 2018			4250	1.65	-0.01	-0.01	
b6b123	C.R.daSilveira+,AAP, 614, A149, 2018			5100	2.16	0.05	0.05	
b6b124	C.R.daSilveira+,AAP, 614, A149, 2018			4850	1.99	-0.31	-0.31	
b6b126	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.73	0.31	0.31	
b6b127	C.R.daSilveira+,AAP, 614, A149, 2018			5000	1.99	-0.17	-0.17	
b6b128	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.2	0	0	
b6b129	C.R.daSilveira+,AAP, 614, A149, 2018			5400	2.22	0.18	0.18	
b6b132	C.R.daSilveira+,AAP, 614, A149, 2018			4850	1.91	0.04	0.04	
b6b134	C.R.daSilveira+,AAP, 614, A149, 2018			5000	2.02	-0.29	-0.29	
b6f003	C.R.daSilveira+,AAP, 614, A149, 2018			4100	1.66	0.11	0.11	
b6f005	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.84	0.21	0.21	
b6f006	C.R.daSilveira+,AAP, 614, A149, 2018			3900	1.47	0.2	0.2	
b6f008	C.R.daSilveira+,AAP, 614, A149, 2018			4450	1.88	-0.48	-0.48	
b6f010	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.8	0.07	0.07	
b6f011	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.95	0.01	0.01	
b6f013	C.R.daSilveira+,AAP, 614, A149, 2018			4250	1.79	0.03	0.03	
b6f015	C.R.daSilveira+,AAP, 614, A149, 2018			4200	1.75	0.08	0.08	
b6f016	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.81	0.1	0.1	
b6f017	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.8	0.32	0.32	
b6f018	C.R.daSilveira+,AAP, 614, A149, 2018			4750	2.06	-0.56	-0.56	
b6f020	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.93	-0.09	-0.09	
b6f021	C.R.daSilveira+,AAP, 614, A149, 2018			4050	1.61	-0.04	-0.04	
b6f023	C.R.daSilveira+,AAP, 614, A149, 2018			4800	2.1	-0.15	-0.15	
b6f024	C.R.daSilveira+,AAP, 614, A149, 2018			4700	2.05	-0.28	-0.28	
b6f025	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.84	-0.09	-0.09	
b6f027	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.91	-0.38	-0.38	
b6f028	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.98	-0.37	-0.37	
b6f029	C.R.daSilveira+,AAP, 614, A149, 2018			4200	1.72	0.4	0.4	
b6f030	C.R.daSilveira+,AAP, 614, A149, 2018			4650	2.01	-0.27	-0.27	
b6f031	C.R.daSilveira+,AAP, 614, A149, 2018			4500	2.05	0	0	
b6f034	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.87	0.26	0.26	
b6f035	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.81	0.44	0.44	
b6f036	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.89	-0.45	-0.45	
b6f037	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.79	-0.51	-0.51	
b6f038	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.94	0.29	0.29	
b6f039	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.95	-0.46	-0.46	
b6f042	C.R.daSilveira+,AAP, 614, A149, 2018			3750	1.2	-0.96	-0.96	
b6f043	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.76	-0.22	-0.22	
b6f044	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.76	0.29	0.29	
b6f045	C.R.daSilveira+,AAP, 614, A149, 2018			4100	1.69	0.31	0.31	
b6f049	C.R.daSilveira+,AAP, 614, A149, 2018			4650	2	-0.58	-0.58	
b6f051	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.91	-0.38	-0.38	
b6f052	C.R.daSilveira+,AAP, 614, A149, 2018			4600	2.01	-0.19	-0.19	
b6f054	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.92	-0.27	-0.27	
b6f055	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.99	-0.06	-0.06	
b6f056	C.R.daSilveira+,AAP, 614, A149, 2018			4150	1.65	0.24	0.24	
b6f057	C.R.daSilveira+,AAP, 614, A149, 2018			4250	1.82	0.15	0.15	
b6f058	C.R.daSilveira+,AAP, 614, A149, 2018			4800	2.05	-0.28	-0.28	
b6f059	C.R.daSilveira+,AAP, 614, A149, 2018			4250	1.77	-0.45	-0.45	
b6f061	C.R.daSilveira+,AAP, 614, A149, 2018			4650	1.94	0.25	0.25	
b6f062	C.R.daSilveira+,AAP, 614, A149, 2018			4400	2	-0.01	-0.01	
b6f064	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.98	-0.48	-0.48	
b6f065	C.R.daSilveira+,AAP, 614, A149, 2018			4450	1.95	-0.19	-0.19	
b6f066	C.R.daSilveira+,AAP, 614, A149, 2018			4050	1.6	0.12	0.12	
b6f068	C.R.daSilveira+,AAP, 614, A149, 2018			4450	1.81	0.17	0.17	
b6f069	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.09	-0.17	-0.17	
b6f070	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.81	0.04	0.04	
b6f071	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.8	-0.09	-0.09	
b6f072	C.R.daSilveira+,AAP, 614, A149, 2018			4950	2.13	-0.28	-0.28	
b6f073	C.R.daSilveira+,AAP, 614, A149, 2018			4800	2.11	0.23	0.23	
b6f074	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.92	-0.22	-0.22	
b6f075	C.R.daSilveira+,AAP, 614, A149, 2018			4200	1.69	-0.25	-0.25	
b6f078	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.78	0.08	0.08	
b6f079	C.R.daSilveira+,AAP, 614, A149, 2018			4800	2.06	0.03	0.03	
b6f080	C.R.daSilveira+,AAP, 614, A149, 2018			4700	2.18	0.26	0.26	
b6f081	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.94	-0.3	-0.3	
b6f082	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.76	0.03	0.03	
b6f083	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.72	0.13	0.13	
b6f084	C.R.daSilveira+,AAP, 614, A149, 2018			4250	1.73	-0.11	-0.11	
b6f085	C.R.daSilveira+,AAP, 614, A149, 2018			4600	2.07	0.31	0.31	
b6f086	C.R.daSilveira+,AAP, 614, A149, 2018			4800	2.07	-0.03	-0.03	
b6f087	C.R.daSilveira+,AAP, 614, A149, 2018			4800	2.06	-0.48	-0.48	
b6f088	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.87	0.04	0.04	
b6f089	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.86	0.06	0.06	
b6f090	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.79	0.08	0.08	
b6f091	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.79	-0.08	-0.08	
b6f092	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.83	-0.41	-0.41	
b6f093	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.9	-0.2	-0.2	
b6f095	C.R.daSilveira+,AAP, 614, A149, 2018			4350	1.78	0.11	0.11	
b6f096	C.R.daSilveira+,AAP, 614, A149, 2018			4250	1.77	0.01	0.01	
b6f097	C.R.daSilveira+,AAP, 614, A149, 2018			4850	2.06	-0.81	-0.81	
b6f098	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.83	0.03	0.03	
b6f099	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.99	-0.45	-0.45	
b6f100	C.R.daSilveira+,AAP, 614, A149, 2018			4450	1.85	-0.06	-0.06	
b6f101	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.92	-0.48	-0.48	
b6f102	C.R.daSilveira+,AAP, 614, A149, 2018			4450	1.86	-0.22	-0.22	
b6f103	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.83	0	0	
b6f104	C.R.daSilveira+,AAP, 614, A149, 2018			4750	2	0.17	0.17	
b6f105	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.95	0.17	0.17	
b6f106	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.93	0.18	0.18	
b6f107	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.89	0.21	0.21	
b6f108	C.R.daSilveira+,AAP, 614, A149, 2018			4700	2	0.02	0.02	
b6f109	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.1	-0.25	-0.25	
b6f110	C.R.daSilveira+,AAP, 614, A149, 2018			4700	2.06	0.23	0.23	
b6f111	C.R.daSilveira+,AAP, 614, A149, 2018			4400	1.81	0.18	0.18	
b6f112	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.88	-0.05	-0.05	
b6f113	C.R.daSilveira+,AAP, 614, A149, 2018			4450	1.88	0.2	0.2	
b6f114	C.R.daSilveira+,AAP, 614, A149, 2018			4550	1.93	-0.29	-0.29	
b6f115	C.R.daSilveira+,AAP, 614, A149, 2018			4100	1.61	0.25	0.25	
b6f116	C.R.daSilveira+,AAP, 614, A149, 2018			4650	2	-0.05	-0.05	
b6f117	C.R.daSilveira+,AAP, 614, A149, 2018			4250	1.69	0.02	0.02	
b6f118	C.R.daSilveira+,AAP, 614, A149, 2018			4100	1.68	0.2	0.2	
b6f119	C.R.daSilveira+,AAP, 614, A149, 2018			4450	1.86	0.27	0.27	
b6f120	C.R.daSilveira+,AAP, 614, A149, 2018			4600	1.84	-0.85	-0.85	
b6f121	C.R.daSilveira+,AAP, 614, A149, 2018			4300	1.81	0.01	0.01	
b6f123	C.R.daSilveira+,AAP, 614, A149, 2018			4600	2.03	0.02	0.02	
b6f124	C.R.daSilveira+,AAP, 614, A149, 2018			4700	1.97	0.31	0.31	
b6f126	C.R.daSilveira+,AAP, 614, A149, 2018			4400	2.01	0.3	0.3	
b6f128	C.R.daSilveira+,AAP, 614, A149, 2018			4900	2.09	0.27	0.27	
b6f129	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.89	-0.31	-0.31	
b6f130	C.R.daSilveira+,AAP, 614, A149, 2018			4500	1.93	-0.25	-0.25	
b6f131	C.R.daSilveira+,AAP, 614, A149, 2018			5050	2.17	0.22	0.22	
b6f134	C.R.daSilveira+,AAP, 614, A149, 2018			4850	2.08	-0.36	-0.36	
b6f135	C.R.daSilveira+,AAP, 614, A149, 2018			4650	2.01	-0.03	-0.03	
BD+00_2058A	S.G.Ryan+,ApJ, 549, 55, 2001	07 43 43.95	-00 04 00.9	6034		-1.48	-1.48	
BD+00_2627	B.E.Reddy+,MNRAS, 367, 1329, 2006	10 12 29.87	-00 38 13.6	5394	4.64	-0.53	-0.58	0.16
BD+00_549	B.E.Reddy+,MNRAS, 367, 1329, 2006	03 15 04.76	+01 02 15.2	5305	4.68	-0.82	-0.87	0.09
BD+01_2916	H.N.Li+,ApJ, 765, 51, 2013	14 21 45.26	+00 46 59.2	4200	0.1	-1.88	-1.71	-0.45
BD+01_2916	W.Aoki+,PASJ, 60, L7, 2008	14 21 45.26	+00 46 59.2	4200	0.4	-1.9	-1.93	
BD+01_2916	D.L.Burris+,ApJ, 544, 302, 2000	14 21 45.26	+00 46 59.2	4150	0.1	-1.8	-1.82	
