# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
BD+01_306	J.P.Fulbright+,AJ, 120, 1841, 2000	01 41 53.14	+02 42 15.8	5650	4.4	-0.8	-0.96	0.03
BD+01_3070	L.Zhang+,ApJ, 706, 1095, 2009	15 22 40.00	+01 15 52.0	5130	3.1	-1.52	-1.35	-0.17
BD+01_3070	M.N.Ishigaki+,ApJ, 753, 64, 2012	15 22 40.00	+01 15 52.0	5404	3.65	-1.38	-1.38	
BD+01_3070	M.Ishigaki+,PASJ, 62, 143, 2010	15 22 40.00	+01 15 52.0	5077	3.01	-1.63	-1.63	-0.16
BD+01_3597	E.Caffau+,AAP, 441, 533, 2005	18 07 56.60	+01 52 32.7					
BD+01_3597	J.Melendez+,AAP, 515, L3, 2010	18 07 56.60	+01 52 32.7	6289	4.04	-1.87	-1.87	
BD+02_2538	E.Caffau+,AAP, 441, 533, 2005			6133	4.41	-1.69	-1.69	
BD+02_4651	J.P.Fulbright+,AJ, 120, 1841, 2000	23 19 40.45	+03 22 16.7	6100	3.8	-1.5	-1.75	0.17
BD+02_4651	J.Melendez+,ApJ, 642, 1082, 2006	23 19 40.45	+03 22 16.7	6132	3.85	-1.6	-1.79	
BD+02_4651	T.V.Mishenina+,AAP, 396, 189, 2002	23 19 40.45	+03 22 16.7				-1.82	
BD+02_4651	J.Melendez+,AAP, 515, L3, 2010	23 19 40.45	+03 22 16.7	6349	3.79	-1.78	-1.78	
BD+02_4651	T.V.Mishenina+,AAP, 370, 951, 2001	23 19 40.45	+03 22 16.7	6000	3.5	-1.82	-1.82	
BD+03_2782	J.P.Fulbright+,ApJ, 595, 1154, 2003	13 29 55.90	+02 45 26.0	4500	1.87	-2	-1.71	
BD+03_2782	D.L.Burris+,ApJ, 544, 302, 2000	13 29 55.90	+02 45 26.0	4600	1.5	-2	-1.86	
BD+04_2466	L.Zhang+,ApJ, 706, 1095, 2009	11 26 49.19	+03 51 51.6	5115	1.87	-1.92	-1.75	0.08
BD+04_2466	M.N.Ishigaki+,ApJ, 753, 64, 2012	11 26 49.19	+03 51 51.6	5223	2.02	-1.95	-1.95	
BD+04_2466	M.Ishigaki+,PASJ, 62, 143, 2010	11 26 49.19	+03 51 51.6	5065	1.82	-2.1		0.05
BD+04_2466	D.L.Burris+,ApJ, 544, 302, 2000	11 26 49.19	+03 51 51.6	5000	1	-1.8	-1.83	
BD+04_2969	E.Caffau+,AAP, 441, 533, 2005			5850	3.95	-0.84	-0.84	
BD+04_415	D.Yong+,ApJ, 599, 1357, 2003	02 34 34.56	+05 26 46.7	4750	4.5	-0.63	-0.63	
BD+04_4551	E.Caffau+,AAP, 441, 533, 2005	20 48 50.72	+05 11 58.8	5892	4.14	-1.4	-1.4	
BD+04_4551	T.V.Mishenina+,AAP, 396, 189, 2002	20 48 50.72	+05 11 58.8			-1.51	-1.51	
BD+04_4551	T.V.Mishenina+,AAP, 370, 951, 2001	20 48 50.72	+05 11 58.8	5750	3.5	-1.51	-1.51	
BD+04_4674	E.Caffau+,AAP, 441, 533, 2005			5772	4.03	-0.73	-0.73	
BD+04_701	J.P.Fulbright+,AJ, 120, 1841, 2000	04 30 12.58	+05 17 55.7	6200	4.1		-0.14	0.06
BD+05_3640	D.Yong+,ApJ, 599, 1357, 2003	18 12 21.88	+05 24 04.4	4950	4.5	-1.34	-1.34	
BD+05_3640	R.G.Gratton+,AAP, 404, 187, 2003	18 12 21.88	+05 24 04.4	5023	4.61	-1.15	-1.2	0.09
BD+05_3640	E.Caffau+,AAP, 441, 533, 2005	18 12 21.88	+05 24 04.4	5023	4.61	-1.19	-1.19	
BD+05_824	E.Caffau+,AAP, 441, 533, 2005			5897	4.33	-1.08	-1.08	
BD+06_3455	E.Caffau+,AAP, 441, 533, 2005			5713	4.35	-0.84	-0.84	
BD+06_648	W.Aoki+,PASJ, 60, L7, 2008			4400	0.9	-2.1		
BD+06_648	D.L.Burris+,ApJ, 544, 302, 2000			4500	1.1	-2	-1.93	
BD+06_648	M.Aoki+,ApJ, 837, 8, 2017			4400	0.9	-2.11		
BD+07_4841	E.Caffau+,AAP, 441, 533, 2005	22 18 36.51	+08 26 45.0	5980	4	-1.59	-1.59	
BD+08_2856	J.A.Johnson+,ApJ, 579, 616, 2002	14 23 58.10	+08 01 33.0				-1.94	
BD+08_2856	J.A.Johnson+,ApJ, 554, 888, 2001	14 23 58.10	+08 01 33.0	4550	0.7	-2	-1.95	
BD+08_2856	C.J.Hansen+,AAP, 545, A31, 2012	14 23 58.10	+08 01 33.0	4600	0.8	-2.09		
BD+08_2856	J.A.Johnson+,ApJS, 139, 219, 2002	14 23 58.10	+08 01 33.0	4550	0.7	-2		-0.03
BD+08_3095	J.Melendez+,ApJ, 642, 1082, 2006	15 50 58.93	+08 25 23.7	5657	4.21	-0.6	-0.78	
BD+09_2242	J.P.Fulbright+,AJ, 120, 1841, 2000	09 48 53.16	+08 58 27.5	6200	4.6		-0.03	-0.04
BD+09_2242	R.G.Gratton+,AAP, 404, 187, 2003	09 48 53.16	+08 58 27.5	6349	4.7	0.08	0.03	-0.13
BD+09_4529	E.Caffau+,AAP, 441, 533, 2005			6023	4.31	-1.17	-1.17	
BD+0_444	T.V.Mishenina+,AAP, 547, A106, 2012	02 40 42.87	+01 11 55.2	4211	4.7	-0.01	-0.01	
BD+10_2495	M.N.Ishigaki+,ApJ, 753, 64, 2012	12 59 19.90	+09 14 36.0	4973	2.25	-2.02		
BD+10_2495	M.Ishigaki+,PASJ, 62, 143, 2010	12 59 19.90	+09 14 36.0	4819	1.92	-2.17		-0.07
BD+10_2495	I.U.Roederer+,ApJ, 711, 573, 2010	12 59 19.90	+09 14 36.0	4710	1.3	-2.45		-0.04
BD+10_2495	J.A.Johnson+,ApJ, 579, 616, 2002	12 59 19.90	+09 14 36.0				-1.9	
BD+10_2495	L.Zhang+,ApJ, 706, 1095, 2009	12 59 19.90	+09 14 36.0	4775	1.9	-2.1	-1.93	-0.02
BD+10_2495	I.U.Roederer+,AJ, 147, 136, 2014	12 59 19.90	+09 14 36.0	4890	1.85	-2.14		-0.19
BD+10_2495	J.A.Johnson+,ApJ, 554, 888, 2001	12 59 19.90	+09 14 36.0	4900	1.9	-2	-1.91	
BD+10_2495	J.A.Johnson+,ApJS, 139, 219, 2002	12 59 19.90	+09 14 36.0	4900	1.9	-2		0.14
BD+10_380	E.Caffau+,AAP, 441, 533, 2005			5739	4.12	-0.72	-0.72	
BD+10_4091	E.Caffau+,AAP, 441, 533, 2005			5503	4.55	-1.45	-1.45	
BD+11_2998	D.L.Burris+,ApJ, 544, 302, 2000	16 30 16.70	+10 59 51.0	5425	2.3	-1.2	-1	
BD+11_468	J.Melendez+,AAP, 515, L3, 2010	03 24 50.36	+12 15 23.7	5739	4.58	-1.55	-1.55	
BD+11_4725	J.P.Fulbright+,AJ, 120, 1841, 2000	22 05 40.70	+12 22 36.0	5300	4.3	-0.8	-0.95	0.1
BD+11_4725	R.G.Gratton+,AAP, 404, 187, 2003	22 05 40.70	+12 22 36.0	5461	4.69	-0.8	-0.85	0
BD+11_4725	B.E.Reddy+,MNRAS, 367, 1329, 2006	22 05 40.70	+12 22 36.0	5362	4.69	-0.79	-0.84	0.15
BD+12_2201	D.Yong+,ApJ, 599, 1357, 2003	10 22 20.49	+12 08 45.3	4500	4.5	-0.23	-0.23	
BD+12_2547	L.Zhang+,ApJ, 706, 1095, 2009	13 04 06.50	+11 26 16.0	4590	1.5	-1.89	-1.72	-0.23
BD+12_2547	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 04 06.50	+11 26 16.0	4665	1.53	-1.91	-1.91	
BD+12_2547	M.Ishigaki+,PASJ, 62, 143, 2010	13 04 06.50	+11 26 16.0	4494	1.29	-2.1		-0.19
BD+12_4499	T.V.Mishenina+,AAP, 547, A106, 2012	20 55 06.86	+13 10 36.4	4678	4.7	0.03	0.03	
BD+12_853	R.G.Gratton+,AAP, 404, 187, 2003	05 40 09.73	+12 10 41.2	5315	4.54	-1.13	-1.18	
BD+12_853	E.Caffau+,AAP, 441, 533, 2005	05 40 09.73	+12 10 41.2	5388	4.62	-1.17	-1.17	
BD+13_2698	J.P.Fulbright+,AJ, 120, 1841, 2000	13 39 59.57	+12 35 21.7	5500	3.8	-0.8	-0.95	0.23
BD+13_2995	M.N.Ishigaki+,ApJ, 753, 64, 2012	15 44 14.07	+12 56 51.7	5741	4.91	-1.08	-1.08	
BD+13_2995	M.Ishigaki+,PASJ, 62, 143, 2010	15 44 14.07	+12 56 51.7	5650	4.9	-1.07	-1.07	-0.05
BD+14_3384	B.E.Reddy+,MNRAS, 367, 1329, 2006	18 00 24.20	+14 42 55.0	5305	4.67	-0.76	-0.81	0.21
BD+15_1305	J.P.Fulbright+,AJ, 120, 1841, 2000	06 44 42.98	+14 54 35.9	5175	4.1	-0.5	-0.62	0.1
BD+15_2325	D.Yong+,ApJ, 599, 1357, 2003	11 22 18.76	+14 26 43.8	4800	4.5	-0.58	-0.58	
BD+17_1524	R.G.Gratton+,AAP, 404, 187, 2003	07 13 17.40	+17 26 02.0	5079	4.3	-0.41	-0.45	0.12
BD+17_3248	M.Spite+,AAP, 430, 655, 2005	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		
BD+17_3248	S.M.Andrievsky+,AAP, 509, A88, 2010	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		
BD+17_3248	P.Francois+,AAP, 476, 935, 2007	17 28 14.47	+17 30 35.9	5250	1.4	-2		
BD+17_3248	I.U.Roederer+,ApJ, 747, L8, 2012	17 28 14.47	+17 30 35.9	5200	1.8	-2.08		
BD+17_3248	J.A.Johnson+,ApJ, 579, 616, 2002	17 28 14.47	+17 30 35.9				-1.93	
BD+17_3248	J.A.Johnson+,ApJ, 554, 888, 2001	17 28 14.47	+17 30 35.9	5200	1.8	-1.95	-1.94	
BD+17_3248	J.A.Johnson+,ApJS, 139, 219, 2002	17 28 14.47	+17 30 35.9	5200	1.8	-1.95		0.61
BD+17_3248	S.M.Andrievsky+,AAP, 481, 481, 2008	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		
BD+17_3248	S.M.Andrievsky+,AAP, 494, 1083, 2009	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		
BD+17_3248	R.Cayrel+,AAP, 416, 1117, 2004	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		0.75
BD+17_3248	J.P.Fulbright+,ApJ, 595, 1154, 2003	17 28 14.47	+17 30 35.9	5025	2.23	-2		
BD+17_3248	M.Spite+,AAP, 541, A143, 2012	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		
BD+17_3248	D.L.Burris+,ApJ, 544, 302, 2000	17 28 14.47	+17 30 35.9	5250	2.3	-1.8	-1.85	
BD+17_3248	J.J.Cowan+,ApJ, 572, 861, 2002	17 28 14.47	+17 30 35.9	5200	1.8	-2		0.01
BD+17_3248	S.M.Andrievsky+,AAP, 464, 1081, 2007	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		0.27
BD+17_3248	M.Spite+,AAP, 455, 291, 2006	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		
BD+17_3248	I.U.Roederer+,ApJ, 698, 1963, 2009	17 28 14.47	+17 30 35.9	5200	1.8	-2.08		
BD+17_3248	M.Spite+,AAP, 528, A9, 2011	17 28 14.47	+17 30 35.9	5250	1.4	-2.07		
BD+17_3248	J.J.Cowan+,ApJ, 627, 238, 2005	17 28 14.47	+17 30 35.9	5200	1.8	-2.08		
BD+17_4708	S.G.Ryan+,ApJ, 549, 55, 2001	22 11 31.37	+18 05 34.1	5983		-1.86	-1.86	
BD+17_4708	A.M.Boesgaard+,ApJ, 743, 140, 2011			5992	3.54	-1.7	-1.7	
BD+17_4708	R.G.Gratton+,AAP, 404, 187, 2003	22 11 31.37	+18 05 34.1	6085	4.12	-1.58	-1.63	-0.03
BD+17_4708	A.M.Boesgaard+,AJ, 117, 492, 1999	22 11 31.37	+18 05 34.1	6091	3.81	-1.73	-1.56	
BD+17_4708	J.Melendez+,ApJ, 642, 1082, 2006	22 11 31.37	+18 05 34.1	6091	4.01	-1.4	-1.64	
BD+17_4708	J.A.Rich+,ApJ, 701, 1519, 2009	22 11 31.37	+18 05 34.1	5956	3.65	-1.81	-1.81	
BD+17_4708	T.V.Mishenina+,AAP, 396, 189, 2002	22 11 31.37	+18 05 34.1			-1.56	-1.56	
BD+17_4708	T.V.Mishenina+,AAP, 370, 951, 2001	22 11 31.37	+18 05 34.1	6000	4	-1.56	-1.56	
BD+17_4708	J.P.Fulbright+,AJ, 120, 1841, 2000	22 11 31.37	+18 05 34.1	6025	4	-1.5	-1.61	
BD+17_4708	E.Caffau+,AAP, 441, 533, 2005	22 11 31.37	+18 05 34.1	6016	4.04	-1.62	-1.62	
BD+17_4708	J.Melendez+,AAP, 515, L3, 2010	22 11 31.37	+18 05 34.1	6127	4.04	-1.59	-1.59	
BD+18_2890	J.A.Johnson+,ApJ, 579, 616, 2002	14 32 13.49	+17 25 24.3				-1.56	
BD+18_2890	J.P.Fulbright+,ApJ, 595, 1154, 2003	14 32 13.49	+17 25 24.3	4975	2.15	-1.6	-1.49	
BD+18_2890	J.A.Johnson+,ApJ, 554, 888, 2001	14 32 13.49	+17 25 24.3	4900	2	-1.6	-1.56	
BD+18_2890	J.A.Johnson+,ApJS, 139, 219, 2002	14 32 13.49	+17 25 24.3	4900	2	-1.6	-1.71	0.01
BD+18_2890	D.L.Burris+,ApJ, 544, 302, 2000	14 32 13.49	+17 25 24.3	5000	2.2	-1.4	-1.41	
BD+18_3423	B.E.Reddy+,MNRAS, 367, 1329, 2006	17 38 15.61	+18 33 25.5	5760	4.59	-0.87	-0.92	0.1
BD+19_1185	A.M.Boesgaard+,ApJ, 743, 140, 2011			5835	4.62	-0.92	-0.92	
BD+19_1185	I.U.Roederer+,AJ, 147, 136, 2014	06 03 14.86	+19 21 38.7	5440	4.3	-1.25		
BD+19_1185	I.U.Roederer+,ApJ, 724, 975, 2010	06 03 14.86	+19 21 38.7				-1.09	
BD+19_1185	J.Simmerer+,ApJ, 617, 1091, 2004	06 03 14.86	+19 21 38.7	5500	4.19	-1.09	-1.09	
BD+19_1730	S.G.Ryan+,ApJ, 549, 55, 2001	07 27 02.34	+19 05 55.4	6058		-1.47	-1.47	
BD+19_4601	R.G.Gratton+,AAP, 404, 187, 2003	21 02 12.17	+19 54 03.2	5528	4.4	-0.51	-0.56	0.04
BD+19_4788	A.M.Boesgaard+,ApJ, 743, 140, 2011			6020	4.92	-0.78	-0.78	
BD+19_869	D.Yong+,ApJ, 599, 1357, 2003	05 12 53.44	+19 43 19.8	4600	4.5	-1.01	-1.01	
BD+1_2063	T.V.Mishenina+,AAP, 547, A106, 2012	08 19 19.05	+01 20 19.9	4859	4.4	-0.22	-0.22	
BD+20_2594	B.E.Reddy+,MNRAS, 367, 1329, 2006	11 23 16.23	+19 53 37.7	5886	4.6	-0.94	-0.99	0.16
BD+20_2594	T.Gehren+,AAP, 451, 1065, 2006	11 23 16.23	+19 53 37.7	5900	4.3	-0.81	-0.8	-0.04
BD+20_3603	A.M.Boesgaard+,ApJ, 743, 140, 2011			5908	3.61	-2.18		
BD+20_3603	J.P.Fulbright+,AJ, 120, 1841, 2000	17 54 43.20	+20 16 16.0	6175	4	-2		0.19
BD+20_3603	A.M.Boesgaard+,AJ, 117, 492, 1999	17 54 43.20	+20 16 16.0	6234	4.33	-2.15	-1.98	
BD+20_3603	J.A.Rich+,ApJ, 701, 1519, 2009	17 54 43.20	+20 16 16.0	6114	4.27	-2.22		
BD+20_3603	A.E.GarciaPerez+,AAP, 504, 213, 2009	17 54 43.20	+20 16 16.0	6092	4.04	-2.22		
BD+20_571	E.Caffau+,AAP, 441, 533, 2005	03 27 39.44	+21 02 35.1	5863	4.24	-0.83	-0.83	
BD+21_3245	T.V.Mishenina+,AAP, 547, A106, 2012	17 53 29.94	+21 19 31.0	4879	4.6	-0.22	-0.22	
BD+21_607	A.M.Boesgaard+,ApJ, 743, 140, 2011			6097	4.11	-1.72	-1.72	
BD+21_607	A.Ford+,AAP, 393, 617, 2002			6034	4.05	-1.61	-1.61	
BD+22_2442	B.E.Reddy+,MNRAS, 367, 1329, 2006	12 08 54.66	+21 47 19.4	5333	3.71	-0.83	-0.88	0.3
BD+22_396	A.M.Boesgaard+,ApJ, 743, 140, 2011			6050	4.89	-0.88	-0.88	
BD+22_4454	J.P.Fulbright+,AJ, 120, 1841, 2000	21 39 36.46	+23 15 55.9	5200	4.3	-0.5	-0.62	0.28
BD+22_4454	R.G.Gratton+,AAP, 404, 187, 2003	21 39 36.46	+23 15 55.9	5170	4.41	-0.55	-0.61	0.18
BD+22_4454	B.E.Reddy+,MNRAS, 367, 1329, 2006	21 39 36.46	+23 15 55.9	5305	4.63	-0.35		
BD+23_2751	D.Yong+,ApJ, 599, 1357, 2003	14 53 41.57	+23 20 42.7	4700	4.5	-0.51	-0.51	
BD+23_3912	A.M.Boesgaard+,ApJ, 743, 140, 2011			5815	3.36	-1.46	-1.46	
BD+23_3912	R.G.Gratton+,AAP, 354, 169, 2000			5845	3.91	-1.4	-1.44	
BD+23_3912	R.G.Gratton+,AAP, 404, 187, 2003			5766	3.9	-1.42	-1.47	-0.09
BD+23_3912	A.M.Boesgaard+,AJ, 117, 492, 1999			5854	3.84	-1.41	-1.24	
BD+23_3912	J.A.Rich+,ApJ, 701, 1519, 2009			5691	3.68	-1.53	-1.53	
BD+23_3912	G.Bihain+,AAP, 423, 777, 2004			5734	3.83	-1.5	-1.33	
BD+23_3912	J.P.Fulbright+,AJ, 120, 1841, 2000			5650	3.8	-1.4	-1.48	-0.08
BD+23_3912	G.Israelian+,AAP, 421, 649, 2004			5734	3.83	-1.5	-1.33	
BD+25_1858	B.E.Reddy+,MNRAS, 367, 1329, 2006	08 08 54.45	+24 37 26.3	5249	4.69	-0.84	-0.89	0.3
BD+25_1981	A.M.Boesgaard+,ApJ, 667, 1196, 2007	08 44 24.69	+24 47 47.7	6811	4	-1.26	-1.26	
BD+26_2251	J.P.Fulbright+,AJ, 120, 1841, 2000	11 44 35.70	+25 32 12.0	5875	4	-1	-1.08	-0.22
BD+26_4251	B.E.Reddy+,MNRAS, 367, 1329, 2006	21 43 57.12	+27 23 24.0	5929	4.63	-1.14	-1.19	0.31
BD+26_4251	J.Melendez+,AAP, 515, L3, 2010	21 43 57.12	+27 23 24.0	6131	4.39	-1.27	-1.27	
BD+28_2137	A.M.Boesgaard+,ApJ, 743, 140, 2011			6110	3.83	-1.97	-1.97	
BD+28_4634	D.Yong+,ApJ, 599, 1357, 2003	23 45 09.94	+29 33 42.7	5000	4.5	-0.3	-0.3	
BD+29_2091	J.P.Fulbright+,AJ, 120, 1841, 2000	10 47 23.16	+28 23 55.9	5700	4.5	-1.8	-1.96	-0.08
BD+29_2091	R.G.Gratton+,AAP, 404, 187, 2003	10 47 23.16	+28 23 55.9	5784	4.46	-1.89	-1.94	-0.04
BD+29_2091	B.E.Reddy+,MNRAS, 367, 1329, 2006	10 47 23.16	+28 23 55.9	5354	4.77	-1.98		
BD+29_2091	T.V.Mishenina+,AAP, 396, 189, 2002	10 47 23.16	+28 23 55.9			-1.93	-1.93	
BD+29_2091	J.Melendez+,AAP, 515, L3, 2010	10 47 23.16	+28 23 55.9	5974	4.58	-1.99	-1.99	
BD+29_2091	T.V.Mishenina+,AAP, 370, 951, 2001	10 47 23.16	+28 23 55.9	5850	4.2	-1.03	-1.93	
BD+29_2356	I.U.Roederer+,AJ, 147, 136, 2014	13 01 52.42	+29 11 18.1	4710	1.75	-1.62	-1.73	-0.14
BD+29_2356	L.Zhang+,ApJ, 706, 1095, 2009	13 01 52.42	+29 11 18.1	4795	2.03	-1.45	-1.28	-0.12
BD+29_2356	M.N.Ishigaki+,ApJ, 753, 64, 2012	13 01 52.42	+29 11 18.1	4637	1.47	-1.65	-1.65	
BD+29_2356	M.Ishigaki+,PASJ, 62, 143, 2010	13 01 52.42	+29 11 18.1	4884	2.49	-1.44	-1.44	-0.17
BD+29_2356	I.U.Roederer+,ApJ, 711, 573, 2010	13 01 52.42	+29 11 18.1	4760	1.6	-1.55	-1.59	-0.14
BD+29_366	J.P.Fulbright+,AJ, 120, 1841, 2000	02 10 24.50	+29 48 24.0	5425	4.1	-1	-1.12	0.14
BD+29_366	R.G.Gratton+,AAP, 354, 169, 2000	02 10 24.50	+29 48 24.0	5757	4.37	-0.92	-0.97	
BD+29_366	R.G.Gratton+,AAP, 404, 187, 2003	02 10 24.50	+29 48 24.0	5665	4.34	-0.97	-1.03	0.05
BD+29_366	T.V.Mishenina+,AAP, 396, 189, 2002	02 10 24.50	+29 48 24.0			-1.01	-1.01	
BD+29_366	T.V.Mishenina+,AAP, 370, 951, 2001	02 10 24.50	+29 48 24.0	5600	4.2	-1.01	-1.01	
BD+2_263	A.M.Boesgaard+,ApJ, 743, 140, 2011			5842	3.95	-1.92	-1.92	
BD+2_4651	A.M.Boesgaard+,ApJ, 743, 140, 2011			5992	3.33	-1.9	-1.9	
BD+30_2611	M.N.Ishigaki+,ApJ, 753, 64, 2012	15 06 53.80	+30 00 37.0	4209	1.01	-1.53	-1.53	
BD+30_2611	W.Aoki+,PASJ, 60, L7, 2008	15 06 53.80	+30 00 37.0	4250	0.5	-1.5	-1.46	
BD+30_2611	J.P.Fulbright+,ApJ, 595, 1154, 2003	15 06 53.80	+30 00 37.0	4225	1.18	-1.3	-1.6	
BD+30_2611	M.Ishigaki+,PASJ, 62, 143, 2010	15 06 53.80	+30 00 37.0	4367	1.17	-1.32	-1.32	
BD+30_2611	Y.Saito+,PASJ, 61, 549, 2009	15 06 53.80	+30 00 37.0	4202	0.81	-1.49	-1.45	
BD+30_2611	C.J.Hansen+,AAP, 545, A31, 2012	15 06 53.80	+30 00 37.0	4238	0.5	-1.2	-1.2	
BD+30_2611	I.U.Roederer+,ApJ, 711, 573, 2010	15 06 53.80	+30 00 37.0	4330	0.6	-1.45	-1.5	-0.19
BD+30_2611	T.V.Mishenina+,AAP, 396, 189, 2002	15 06 53.80	+30 00 37.0				-1.41	
BD+30_2611	D.L.Burris+,ApJ, 544, 302, 2000	15 06 53.80	+30 00 37.0	4275	0.8	-1.4	-1.32	
BD+30_2611	T.V.Mishenina+,AAP, 370, 951, 2001	15 06 53.80	+30 00 37.0	4300	0.7	-1.41	-1.41	
BD+30_2611	L.Zhang+,ApJ, 706, 1095, 2009	15 06 53.80	+30 00 37.0	4300	1.25	-1.41	-1.23	-0.41
BD+30_2611	J.P.Fulbright+,AJ, 120, 1841, 2000	15 06 53.80	+30 00 37.0	4500	1.4	-1.2	-1.35	-0.3
BD+30_4633	D.Yong+,ApJ, 599, 1357, 2003	22 12 06.42	+31 33 41.1	4600	4.5	-0.01	-0.01	
BD+31_2175	D.Yong+,ApJ, 599, 1357, 2003	10 40 16.41	+30 48 55.0	4800	4.75	-0.17	-0.17	
BD+31_3025	R.G.Gratton+,AAP, 404, 187, 2003	17 26 41.40	+31 03 34.0	5360	4.38	-0.46	-0.5	0.02
BD+31_3025	B.E.Reddy+,MNRAS, 367, 1329, 2006	17 26 41.40	+31 03 34.0	5351	4.66	-0.82	-0.87	0.09
BD+33_2300	J.P.Fulbright+,AJ, 120, 1841, 2000	13 06 32.60	+32 40 01.0	6075	4.4		-0.07	-0.01
BD+33_2300	R.G.Gratton+,AAP, 404, 187, 2003	13 06 32.60	+32 40 01.0	6245	4.78	0.11	0.06	-0.2
BD+33_4117	R.G.Gratton+,AAP, 404, 187, 2003	21 00 43.27	+33 53 20.8	5261	4.37	-0.31	-0.35	-0.11
BD+33_4707	J.P.Fulbright+,AJ, 120, 1841, 2000	23 25 11.30	+34 17 14.0	4800	4.1	-0.5	-0.61	0.3
BD+33_4707	R.G.Gratton+,AAP, 404, 187, 2003	23 25 11.30	+34 17 14.0	4520	4.29	-0.54	-0.59	0.05
BD+34_2476	A.M.Boesgaard+,ApJ, 743, 140, 2011			6248	3.72	-1.94	-1.94	
BD+34_2476	J.Melendez+,AAP, 515, L3, 2010	13 59 09.48	+33 51 39.4	6416	3.95	-2.07		
BD+35_4669	B.E.Reddy+,MNRAS, 367, 1329, 2006	21 53 34.79	+35 50 54.4	5928	4.39	0.14	0.09	
BD+36_1898	B.E.Reddy+,MNRAS, 367, 1329, 2006	09 01 54.95	+35 53 36.3	5798	4.62	-0.85	-0.9	0.16
BD+36_2165	A.M.Boesgaard+,ApJ, 743, 140, 2011			6052	3.78	-1.71	-1.71	
BD+36_2165	T.V.Mishenina+,AAP, 396, 189, 2002	11 12 48.00	+35 43 43.9				-1.51	
BD+36_2165	J.Melendez+,AAP, 515, L3, 2010	11 12 48.00	+35 43 43.9	6315	4.28	-1.38	-1.38	
BD+36_2165	T.V.Mishenina+,AAP, 370, 951, 2001	11 12 48.00	+35 43 43.9	6175	4.2	-1.51	-1.51	
BD+37_1458	A.M.Boesgaard+,ApJ, 743, 140, 2011			5492	3.85	-2.02		
BD+37_1458	G.Israelian+,ApJ, 507, 805, 1998			5260	3	-2.4		
BD+37_1458	R.G.Gratton+,AAP, 354, 169, 2000	06 16 01.50	+37 43 19.0	5399	3.33	-2		
BD+37_1458	J.P.Fulbright+,ApJ, 595, 1154, 2003	06 16 01.50	+37 43 19.0	5400	3.13	-2.2	-1.96	
BD+37_1458	Y.Saito+,PASJ, 61, 549, 2009	06 16 01.50	+37 43 19.0	5520	3.32	-2.08	-1.99	
BD+37_1458	A.M.Boesgaard+,AJ, 117, 492, 1999	06 16 01.50	+37 43 19.0	5554	3.62	-2.06	-1.89	
BD+37_1458	J.A.Rich+,ApJ, 701, 1519, 2009	06 16 01.50	+37 43 19.0	5500	3.41	-2.14		
BD+37_1458	G.Bihain+,AAP, 423, 777, 2004	06 16 01.50	+37 43 19.0	5326	3.3	-2.17	-2	
BD+37_1458	J.P.Fulbright+,AJ, 120, 1841, 2000	06 16 01.50	+37 43 19.0	5200	3	-2		0.03
BD+37_1458	G.Israelian+,AAP, 421, 649, 2004			5326	3.3	-2.17	-2	
BD+39_2173	A.M.Boesgaard+,ApJ, 743, 140, 2011			6200	3.76	-1.99	-1.99	
BD+41_3306	J.P.Fulbright+,ApJ, 595, 1154, 2003	19 19 00.55	+41 38 04.6	5075	4.62	-0.4	-0.58	
BD+41_3931	J.P.Fulbright+,AJ, 120, 1841, 2000	20 55 16.76	+42 18 00.7	5300	4.6	-1.7	-1.79	-0.34
BD+41_3931	R.G.Gratton+,AAP, 404, 187, 2003	20 55 16.76	+42 18 00.7	5410	4.58	-1.71	-1.76	-0.39
BD+41_3931	T.V.Mishenina+,AAP, 396, 189, 2002	20 55 16.76	+42 18 00.7				-1.68	
BD+41_3931	T.V.Mishenina+,AAP, 370, 951, 2001	20 55 16.76	+42 18 00.7	5450	4.6	-1.68	-1.68	
BD+42_2667	J.P.Fulbright+,AJ, 120, 1841, 2000	16 03 13.30	+42 14 46.6	5950	4.2	-1.3	-1.46	-0.03
BD+42_2667	R.G.Gratton+,AAP, 404, 187, 2003	16 03 13.30	+42 14 46.6	6021	4.2	-1.44	-1.49	-0.11
BD+42_2667	B.E.Reddy+,MNRAS, 367, 1329, 2006	16 03 13.30	+42 14 46.6	5665	3.92	-1.34	-1.39	
BD+42_2667	J.Melendez+,AAP, 515, L3, 2010	16 03 13.30	+42 14 46.6	6148	4.26	-1.4	-1.4	
BD+42_3607	A.M.Boesgaard+,ApJ, 743, 140, 2011			5655	3.81	-2.29		
BD+42_3607	R.G.Gratton+,AAP, 404, 187, 2003	20 09 01.41	+42 51 54.9	5965	4.58	-2.06		
