# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Al/Fe]	[Ba/Fe]	[Ca/Fe]	[Ce/Fe]	[C/Fe]	[Co/Fe]	[Cr/Fe]	[Eu/Fe]	[Mg/Fe]	[Mn/Fe]	[N/Fe]	[Ni/Fe]	[O/Fe]	[Si/Fe]	[Sr/Fe]	[Ti/Fe]	[V/Fe]	[Y/Fe]	[Zr/Fe]	log-e(Li)
J205849.2-035434	C.M.Sakari+,ApJ, 868, 110, 2018	20 58 49.20	-03 54 32.4	4831	1.65	-2.36	-2.36		-0.09	0.28	0.16		-0.06	0.07	0.36	0.35	-0.61		-0.03		0.42	-0.24	0.22	0.83	-0.26	-0.04	0.89
J210038.2-053916	G.R.Ruchti+,ApJ, 737, 9, 2011	21 00 38.16	-05 39 18.0	5014	1.56	-2.05	-2.05			0.39						0.42					0.51		0.16				
J21023752-5316132	T.T.Hansen+,ApJ, 858, 92, 2018	21 02 37.5	-53 16 13.3	5045	2.4	-2.44	-2.44		-1.63			-0.38			<0.2							-0.42					
J210634.7-495749	G.R.Ruchti+,ApJ, 737, 9, 2011	21 06 34.70	-49 57 50.0	5346	2.99	-2.72	-2.72			0.32						0.35							0.38				
J21063474-4957500	T.T.Hansen+,ApJ, 858, 92, 2018	21 06 34.7	-49 57 50.1	5238	2.82	-2.91	-2.91		-0.2			0.52			0.54							-0.48					
J21064294-6828266	T.T.Hansen+,ApJ, 858, 92, 2018	21 06 42.9	-68 28 26.7	5186	2.7	-2.76	-2.76		0.52			0.53			1.32							0.9					
J2109+1725	H.Li+,ApJ, 931, 147, 2022	21 09 58.02	+17 25 43.98	4936	2.12	-2.56	-2.57		-0.82	0.26		0.09	0.3	-0.26		0.44	-0.41		0.07		0.4	-0.2	0.39	-0.08	-0.54	-0.27	0.97
J21095804-0945400	T.T.Hansen+,ApJ, 858, 92, 2018	21 09 58.1	-09 45 40.0	4492	0.98	-2.73	-2.73		-0.12			-0.45			0.77							0.6					
J2114-0616	H.Li+,ApJ, 931, 147, 2022	21 14 01.52	-06 16 10.30	4727	1.69	-2.55	-2.55		1.22	0.4	1.05	0.64	0.17	-0.21	0.77	0.34	-0.37		-0.09		0.31	0.08	0.59		0.04	0.86	
J21141350-5726363	T.T.Hansen+,ApJ, 858, 92, 2018	21 14 13.5	-57 26 36.2	4690	1.21	-2.69	-2.69		-0.94			-0.1			<-0.4							-0.32					
J21152551-1503309	T.T.Hansen+,ApJ, 858, 92, 2018	21 15 25.5	-15 03 31.0	4722	1.47	-2.06	-2.06		1.41			-0.07			0.73							1.93					
J211621.9-021342	C.M.Sakari+,ApJ, 868, 110, 2018	21 16 21.84	-02 13 40.8	4248	0.4	-2.58	-2.58		-0.31	0.3	-0.05		0.16	0.14	0.6	0.03	-0.34		-0.04		0.93	-0.41	0.11	1.08	-0.2	0.29	
J21162185-0213420	T.T.Hansen+,ApJ, 858, 92, 2018	21 16 21.9	-02 13 42.0	4390	0.73	-2.23	-2.23		0.06			-0.98			0.49							0.57					
J21224590-4641030	T.T.Hansen+,ApJ, 858, 92, 2018	21 22 45.9	-46 41 03.1	4652	1.42	-2.96	-2.96		0.01			-0.18			0.9							0.25					
J21262525-2144243	T.T.Hansen+,ApJ, 858, 92, 2018	21 26 25.3	-21 44 24.3	4450	1.09	-2.81	-2.81		-0.02			-0.88			0.58							0.37					
J21291592-4236219	T.T.Hansen+,ApJ, 858, 92, 2018	21 29 15.9	-42 36 22.0	4650	1.15	-2.48	-2.48		-0.54			-0.07			<-0.2							-0.25					
J213539.2-152631	G.R.Ruchti+,ApJ, 737, 9, 2011	21 35 39.36	-15 26 31.2	4500	0.87	-2.12	-2.12			0.25						0.27					0.42		0.16				
J21370807-0927347	T.T.Hansen+,ApJ, 858, 92, 2018	21 37 08.1	-09 27 34.6	4470	0.99	-2.46	-2.46		-0.61			-0.5			0.11							0.63					
J2141+3019	H.Li+,ApJ, 931, 147, 2022	21 41 42.21	+30 19 35.51	5956	4.44	-2.14	-2.14		-0.02	0.27		0.21	0.18	-0.12		0.4	-0.36		0.03			0.36	0.4		0.15		2.26
J21513595-0543398	T.T.Hansen+,ApJ, 858, 92, 2018	21 51 36.0	-05 43 39.8	4530	0.66	-2.46	-2.46		-0.66			-1.2			0.02							-0.3					
J215136.0-054340	C.M.Sakari+,ApJ, 868, 110, 2018	21 51 36.00	-05 43 40.8	4568	0.9	-2.47	-2.47		-0.54	0.26			-0.33	0.06	0.22	0.16	-0.54				0.76	-0.41	-0.12	-0.72	-0.76	-0.41	
J2156+0809	H.Li+,ApJ, 931, 147, 2022	21 56 56.70	+08 09 50.91	6300	4.16	-3	-3.01			0.32				-0.19		0.33						0.38	0.5				1.9
J2159+0308	H.Li+,ApJ, 931, 147, 2022	21 59 33.87	+03 08 44.07	4547	1.29	-2.83	-2.83		0.17	0.15	0.45	-0.62	0.15	-0.3	0.91	0.32	-0.26		0.09		0.48	0.12	0.36	-0.27	0.04	0.39	
J220211.8-441701	G.R.Ruchti+,ApJ, 737, 9, 2011	22 02 11.76	-44 17 02.4	5359	3.07	-2.36	-2.36			0.23						0.21							0.24				
J22021636-0536483	T.T.Hansen+,ApJ, 858, 92, 2018	22 02 16.4	-05 36 48.4	4668	0.93	-2.75	-2.75		-0.75			0.05			<-0.12							0.15					
J220403.6-402918	G.R.Ruchti+,ApJ, 737, 9, 2011	22 04 03.62	-40 29 19.0	5219	2.75	-2.38	-2.38			0.33						0.36							0.33				
J2216+0246	H.Li+,ApJ, 931, 147, 2022	22 16 35.96	+02 46 17.01	4806	2.1	-2.56	-2.56		-0.06	0.33	0.29	-0.1	0.2	-0.27	0.5	0.4	-0.58		0.02		0.59	0.13	0.47	-0.01	0.01	0.52	
J2216+2232	H.Li+,ApJ, 931, 147, 2022	22 16 39.30	+22 32 50.38	4844	2.11	-2.81	-2.81		-0.4	0.27		0.16	0.27	-0.21	0.26	0.39	-0.2		0.16		0.43	0.2	0.42	-0.17	-0.11	0.32	0.91
J22163596+0246171	T.T.Hansen+,ApJ, 858, 92, 2018	22 16 36.0	+02 46 17.1	4900	1.92	-2.37	-2.37		-0.27			-0.1			0.45							0.17					
J2217+2104	H.Li+,ApJ, 931, 147, 2022	22 17 50.59	+21 04 37.19	4499	1.59	-4.12	-4.12		-0.9	0.18		0.92	0.32	-0.45		1.35	0.13		0.15		0.71	-1.07	0.37				
J2221+0228	H.Li+,ApJ, 931, 147, 2022	22 21 48.83	+02 28 44.85	5425	2.69	-2.81	-2.81			0.07		0.42	0.46	-0.23		0.38			-0.17			-1.71	0.25				1.25
J2222-0138	H.Li+,ApJ, 931, 147, 2022	22 22 36.00	-01 38 27.61	5124	2.46	-2.97	-2.97		-0.94	0.19		1.37	0.57	0.21		0.09	-0.24		0.02			0.01	0.33				
J222235.9-013827	G.R.Ruchti+,ApJ, 737, 9, 2011	22 22 35.90	-01 38 27.0	5123	2.2	-2.83	-2.83			0.27						0.39							0.18				
J2224+0707	H.Li+,ApJ, 931, 147, 2022	22 24 24.87	+07 07 16.86	4344	0.86	-3.1	-3.1		-1.05	0.21	0.09	-0.84	0.05	-0.32		0.43	-0.49		0.06		0.33	-0.79	0.32	-0.16	-0.89	-0.26	
J2226+3653	H.Li+,ApJ, 931, 147, 2022	22 26 23.23	+36 53 34.26	6008	4.46	-2.19	-2.19		0.02	0.26		0.42	0.06	-0.18		0.31	-0.12		0.13			0.26	0.38				2.27
J2227+1425	H.Li+,ApJ, 931, 147, 2022	22 27 52.19	+14 25 16.60	4976	1.86	-3.38	-3.38		-0.05	0.23		0.5		-0.69		0.59			0			0.09	0.15				
J2241+2924	H.Li+,ApJ, 931, 147, 2022	22 41 45.14	+29 24 28.14	6394	4.07	-3.73	-3.73			-0.23						0.01											
J2242+2720	H.Li+,ApJ, 931, 147, 2022	22 42 45.51	+27 20 24.54	4759	1.56	-3.73	-3.73			0.17		0.06	0.3	-0.46		0.59			-0.3		0.54	-1.88	0.25				
J2248+1455	H.Li+,ApJ, 931, 147, 2022	22 48 18.55	+14 55 42.64	5510	4.76	-2.38	-2.38			0.01		0.31		-0.04		0.27			0.06		0.68	-0.23	0.21				
J2249+0309	H.Li+,ApJ, 931, 147, 2022	22 49 30.78	+03 09 13.02	5136	2.3	-3.59	-3.59			-0.52						0.35						-0.51	0.26				
J224923.5-213029	G.R.Ruchti+,ApJ, 737, 9, 2011	22 49 23.52	-21 30 28.8	5218	2.67	-2.38	-2.38			0.27						0.29							0.19				
J2253+1134	H.Li+,ApJ, 931, 147, 2022	22 53 11.51	+11 34 10.90	4917	2.04	-2.51	-2.51		-0.18	0.34		0.78	0	-0.21		0.37	-0.32		0.03		0.5	0.13	0.37		-0.21		
J2256+0215	H.Li+,ApJ, 931, 147, 2022	22 56 03.31	+02 15 50.30	5044	1.68	-2.27	-2.27		1.25	0.34	1.05	0.08	0.19	-0.21	0.53	0.38	-0.6		-0.01		0.37	0.72	0.4	-0.13	0.52	0.58	
J2257+3859	H.Li+,ApJ, 931, 147, 2022	22 57 24.47	+38 59 51.05	5309	3.42	-2.65	-2.65		1	0.34	1.3	1.26	0.05	-0.21	0.94	0.38	-0.32		0.08		0.44	0.36	0.54		0.1		1
J22595884-1554182	T.T.Hansen+,ApJ, 858, 92, 2018	22 59 58.8	-15 54 18.2	4600	0.92	-2.64	-2.64		-0.58			-0.86			<-0.3							0.03					
J230222.8-683323	G.R.Ruchti+,ApJ, 737, 9, 2011	23 02 22.80	-68 33 21.6	5119	2.4	-2.42	-2.42			0.39						0.47					0.67		0.26				
J23022289-6833233	T.T.Hansen+,ApJ, 858, 92, 2018	23 02 22.9	-68 33 23.3	5063	2.29	-2.64	-2.64		-0.29			0.3			0.61							0.15					
J230430.2+015517	C.M.Sakari+,ApJ, 868, 110, 2018	23 04 30.24	+01 55 15.6	4613	1.24	-2.46	-2.46		-0.2	0.39	0.31		0.13	0.06	0.26	0.5	-0.44		0.01		0.6	0.01	0.29	1.06	0.17		
J23044914-4243477	T.T.Hansen+,ApJ, 858, 92, 2018	23 04 49.1	-42 43 47.8	4733	2.12	-2.43	-2.43		-0.42			-0.62			<0.07							0.48					
J23130003-4507066	T.T.Hansen+,ApJ, 858, 92, 2018	23 13 00.0	-45 07 06.6	4612	0.95	-2.64	-2.64		-0.65			0.28			<0.05							-0.6					
J2323+0342	H.Li+,ApJ, 931, 147, 2022	23 23 13.56	+03 42 54.55	6166	4.18	-2.33	-2.34		0.01	0.51				-0.2		0.19						0.02	0.62				
J2323+2236	H.Li+,ApJ, 931, 147, 2022	23 23 01.54	+22 36 01.32	6137	4.32	-2.34	-2.34		-0.15	0.34		0.54	0.38	-0.23		0.32			0.12			0.43	0.49				2.22
J2325+0346	H.Li+,ApJ, 931, 147, 2022	23 25 23.33	+03 46 22.18	6200	4.01	-2.18	-2.18		0.14	0.48		0.43	0.11	-0.13		0.37			-0.03			0.72	0.59		0.35		2.25
J232519.0-081554	C.M.Sakari+,ApJ, 868, 110, 2018	23 25 18.96	-08 15 54.0	4995	1.54	-2.3	-2.3		-0.33	0.59			0.02	0.11	0.55	0.57	-0.25		-0.01		1.2	-0.42	0.39	1.84	-0.36	-0.07	
J23265258-0159248	T.T.Hansen+,ApJ, 858, 92, 2018	23 26 52.6	-01 59 24.8	4360	0.45	-3.13	-3.13		0.31			-0.63			0.69							0.07					
J23310716-0223301	T.T.Hansen+,ApJ, 858, 92, 2018	23 31 07.2	-02 23 30.1	5050	1.7	-2.28	-2.28		2.23			1.95			2.09							0.53					
J2333+0505	H.Li+,ApJ, 931, 147, 2022	23 33 25.57	+05 05 07.80	5035	2.05	-2.43	-2.43		-0.2	0.27		0.5	0.81	-0.22	0.81	0.52	-0.42		-0.1		0.66	0.22	0.29	0.23	-0.04	0.57	1.1
J2333+1756	H.Li+,ApJ, 931, 147, 2022	23 33 24.57	+17 56 10.14	4736	1.74	-3.22	-3.22		-0.37	0.32		-0.05	0.01	-0.46		0.5			0.23		0.31	0.05	0.45		-0.26		
J23362202-5607498	T.T.Hansen+,ApJ, 858, 92, 2018	23 36 22.0	-56 07 49.8	4630	1.28	-2.06	-2.06		0.24			-0.05			1.14							>1					
J2344+0204	H.Li+,ApJ, 931, 147, 2022	23 44 32.83	+02 04 19.61	6222	4.48	-2.75	-2.76			0.21		1		-0.18		0.47						0.54	0.34				2.31
J2347+2851	H.Li+,ApJ, 931, 147, 2022	23 47 59.58	+28 51 30.70	4864	1.88	-2.36	-2.36		0.27	0.31	0.18	-0.27	0.28	-0.29	0.72	0.43	-0.53		-0.01		0.28	0.16	0.35	-0.2	-0.09	0.3	
J2349+3119	H.Li+,ApJ, 931, 147, 2022	23 49 29.60	+31 19 54.15	5064	2.5	-2.01	-2.01		-0.05	0.24		-0.3	0.33	-0.22	0.36	0.36	-0.37		-0.07		0.2	0.06	0.36	0.05	-0.19	0.28	
J2350+0236	H.Li+,ApJ, 931, 147, 2022	23 50 58.80	+02 36 15.44	6366	4.2	-2.97	-2.97			0.53		1.04		-0.08		0.44						0.5	0.61				2.08
J235210.2-534929	G.R.Ruchti+,ApJ, 737, 9, 2011	23 52 10.32	-53 49 30.0	4492	0.87	-2.25	-2.25			0.33						0.42					0.52		0.2				
J2353+0714	H.Li+,ApJ, 931, 147, 2022	23 53 33.30	+07 14 00.21	4611	1.48	-3.7	-3.7		-0.73	0.22		-0.19	0.13	-0.64		0.59			-0.01		0.66	-1.15	0.37				
KIC10328894	T.Matsuno+,ApJ, 912, 72, 2021			5018	2.405	-1.85	-2.07		-0.18	0.35		0.08	-0.08	-0.18	0.31	0.33	-0.45		-0.01	0.62	0.45		0.19	0.05	-0.08		
KIC12017985	T.Matsuno+,ApJ, 912, 72, 2021			4945	2.175	-1.844	-2.06		0.08	0.34	0.25	0.07	-0.09	-0.19	0.54	0.36	-0.51		-0.03		0.47		0.19	-0.02	0.07		
KIC5439372	T.Matsuno+,ApJ, 912, 72, 2021			4835	1.716	-2.479	-2.58		-0.46	0.37		-0.09	-0.05	-0.19	0.18	0.38	-0.49		0.01		0.65		0.26		-0.2		
KIC6279038	T.Matsuno+,ApJ, 912, 72, 2021			4761	1.654	-2.055	-2.13		-0.02	0.36	0.11	-0.23	-0.1	-0.21	0.41	0.47	-0.44		-0.07		0.51		0.21	-0.01	0.02		
KIC6520576	T.Matsuno+,ApJ, 912, 72, 2021			4971	2.169	-2.289	-2.38		-0.28	0.38	0.09	-0.31	-0.07	-0.17	0.35	0.38	-0.45		-0.02		0.57		0.29		-0.2		
KIC7191496	T.Matsuno+,ApJ, 912, 72, 2021			4903	2.122	-2.076	-2.12		-0.04	0.33	0.08	0.04	-0.13	-0.19	0.35	0.31	-0.4		-0.06		0.49		0.17	-0.03	-0.1		
KIC7693833	T.Matsuno+,ApJ, 912, 72, 2021			5094	2.422	-2.265	-2.4		-0.38	0.35		0.33	0.12	-0.16	-0.01	0.41	-0.41		0.01		0.55		0.27		-0.15		
LAMOSTJ0006+1057	H.Li+,ApJ, 798, 110, 2015	00 06 17.20	+10 57 41.8	4520	0.6	-3.26	-3.26	-0.58	-1.75	0.38		-0.32	0.14	-0.47		0.67	-0.5	1.48	-0.06		0.47	-2.07	0.15	0.29			
LAMOSTJ0102+0428	H.Li+,ApJ, 798, 110, 2015	01 02 12.66	+04 28 24.2	4540	0.6	-2.75	-2.75	-0.06	-0.69	0.25		-0.93	-0.11	-0.24	0.1	0.39	-0.56	1.37	-0.22		0.38	-1.18	-0.01	0.04	-1.08		
LAMOSTJ0126+0135	H.Li+,ApJ, 798, 110, 2015	01 26 58.58	+01 35 15.4	4330	0.1	-3.57	-3.57	-0.68	-1.14	0.44		-0.51	0.17	-0.64		0.42	-1	1.44	-0.08		0.53	-1.61	0.36	0.24			
LAMOSTJ0257-0022	H.Li+,ApJ, 798, 110, 2015	02 57 06.93	-00 22 33.7	6330	4.2	-2.24	-2.24	-0.77	-0.11	0.28		0.76	0.28	-0.22		0.09	-0.54	2.41	0.09		0.53	0.42	0.61		-0.05		
LAMOSTJ0326+0202	H.Li+,ApJ, 798, 110, 2015	03 26 53.80	+02 02 28.0	4700	1.1	-3.36	-3.36	-0.73	-1.37	0.42		0.08	0.19	-0.36		0.75	-0.65	1.23	0.03		0.78	-0.69	0.22	0.03	-0.83		
LAMOSTJ0343-0227	H.Li+,ApJ, 798, 110, 2015	03 43 22.87	-02 27 56.1	4790	1.5	-2.42	-2.42	-0.53	-0.34	0.31		-0.11	0.03	-0.22	-0.09	0.4	-0.21	0.94	0.1		0.43	-0.16	0.17	0.01	-0.37		
LAMOSTJ055408.54+523559.0	H.Li+,ApJ, 852, L31, 2018	05 54 08.54	+52 35 59.0	5638	1.8	-2.03	-2.03		0.05			0.3				0.22											3.33
LAMOSTJ062647.91+603254.0	H.Li+,ApJ, 852, L31, 2018	06 26 47.91	+60 32 54.0	5885	3.45	-2.29	-2.29		0.1			0.36				0.12											3.19
LAMOSTJ070542.30+255226.6	H.Li+,ApJ, 852, L31, 2018	07 05 42.30	+25 52 26.6	5269	2.5	-3.19	-3.19		0.48			1.76				1.04											3.09
LAMOSTJ071422.66+160042.5	H.Li+,ApJ, 852, L31, 2018	07 14 22.6362389785	+16 00 42.507197180	5179	2.4	-2.16	-2.16		-0.31			0.03				0.32											2.28
LAMOSTJ074102.07+213246.6	H.Li+,ApJ, 852, L31, 2018	07 41 02.07	+21 32 46.6	6142	3.65	-2.33	-2.33		-0.41			0.65				0.35											4.55
LAMOSTJ085208.07+262730.1	H.Li+,ApJ, 852, L31, 2018	08 52 08.07	+26 27 30.1	5872	3.55	-2.13	-2.13		0.34			0.2				0.3											3.04
LAMOSTJ105433.09+052812.6	M.K.Mardini+,ApJ, 875, 89, 2019	10 54 33.10	+05 28 12.7	5030	1.88	-3.3	-3.3		-0.52	0.35	0.98	0.82	-0.08	0	0.44	0.41	-0.46		0.18			-0.3	0.43	0.3	0.28		
LAMOSTJ110901.22+075441.8	H.Li+,AAP, 15, 1264, 2015	11 09 01.22	+07 54 41.8	4440	0.7	-3.41	-3.41		0.31	0.37	0.36	-0.57	0.06	-0.4	1.16	0.41			-0.06		0.48	0.29	0.17		0	0.29	
LAMOSTJ125346.09+075343.1	H.Li+,PASJ, 67, 84, 2015	12 53 46.09	+07 53 43.1	6030	3.65	-4.02	-4.02		<-0.3	0.37		1.59	<0.78	-0.06	<1.6	0.24			<0.67			0.19	0.5				1.8
LAMOSTJ130534.80+281510.5	T.Matsuno+,PASJ, 69, 24, 2017	13 05 34.81	+28 15 10.5	6102	3.75	-2.93	-2.93		-0.38	0.43		<1.3		-0.22		0.3						0.28	0.64				2.1
LAMOSTJ131331.18-055212.4	H.Li+,PASJ, 67, 84, 2015	13 13 31.18	-05 52 12.4	4750	1.6	-4.12	-4.11		-0.57	0.14		1.83	0.03	-0.48	<0.59	0.34			-0.2		0.45	-0.81	0.36				<0.68
LAMOSTJ131457.78+374110.7	H.Li+,ApJ, 852, L31, 2018	13 14 57.78	+37 41 10.7	5809	3.15	-2.7	-2.7		-0.43			0.55				0.37											3.16
LAMOSTJ141002.83-055551.8	T.Matsuno+,PASJ, 69, 24, 2017	14 10 02.83	-05 55 51.8	6169	4.21	-3.19	-3.19		-0.33	0.34		1.53		-0.32		0.84						-0.1	0.52				2.17
LAMOSTJ141412.27+001618.7	H.Li+,ApJ, 852, L31, 2018	14 14 12.2710490967	+00 16 18.755439390	4882	1.55	-2.56	-2.56		-0.31			0.03				0.32											2.42
LAMOSTJ145500.04+125106.2	H.Li+,ApJ, 852, L31, 2018	14 55 00.04	+12 51 06.2	4670	1.05	-2.68	-2.68		-2.37			-0.4				0.35											2.31
LAMOSTJ152953.93+080448.1	M.K.Mardini+,ApJ, 875, 89, 2019	15 29 53.94	+08 04 48.1	5085	2	-3.18	-3.18		-1.01	0.3	0.83	0.8	0.48	-0.19		0.22	0.43		0.62				0.1		-0.07		
LAMOSTJ1626+1721	H.Li+,ApJ, 798, 110, 2015	16 26 14.78	+17 21 12.1	5930	3.6	-3.2	-3.2	-0.33		0.27		1.07	0.63	-0.25		0.5	-0.19		0.17		0.46	-0.51	0.17				
LAMOSTJ164514.95+435712.0	M.K.Mardini+,ApJ, 875, 89, 2019	16 45 14.95	+43 57 12.0	4810	1.39	-2.97	-2.97		-1.01	0.07		0.7	0.02	-0.43		0.49	0.12		0.35				-0.1				
LAMOSTJ1709+1616	H.Li+,ApJ, 798, 110, 2015	17 09 59.79	+16 16 13.3	5780	3.5	-3.71	-3.71		-0.01	0.42		1.58		-0.29		0.28	-0.07				0.18		0.66				
LAMOSTJ211401.51-061610.2	M.K.Mardini+,ApJ, 875, 89, 2019	21 14 01.52	-06 16 10.3	4999	1.48	-2.43	-2.43		1	0.26	0.93	1.37	-0.05	-0.08	0.84	0.52	-0.51	1.88	0.06				0.26		0.1	0.64	
LAMOSTJ221639.30+223250.3	M.K.Mardini+,ApJ, 875, 89, 2019	22 16 39.31	+22 32 50.4	4842	1.4	-2.91	-2.92		-0.61	0.28		0.63	0.2	-0.37	-0.44	0.66	-0.27		0.1			-0.61	0.23		-0.18	-0.03	0.96
LAMOSTJ221750.59+210437.2	W.Aoki+,PASJ, 70, 94, 2018	22 17 50.5903200	+21 04 37.192800	4500	0.9	-3.93	-3.93	0.6	-1.61	0.16		1.05	0.29	-0.41		1.47	-0.83	2.2	-0.03	2.14	0.88	-1.36	0.11				
LP553-62	A.M.Boesgaard+,ApJ, 743, 140, 2011			6128	3.93	-2.73	-2.73									0.54				0.65			0.75				
LP553-62	J.A.Rich+,ApJ, 701, 1519, 2009	11 54 25.63	+02 57 47.5	6128	3.93	-2.73	-2.73													0.89							
LP608-62	A.Ford+,AAP, 393, 617, 2002			6313	3.9	-2.81	-2.81																				2.09
LP625-44	J.E.Norris+,ApJ, 488, 350, 1997	16 43 14.03	-01 55 30.4	5500	2.8		-2.51	-0.39	2.35	0.46	2.56	1.91	-0.28	-0.16	1.57	0.63	-0.89	1.7	0.58			0.59	0.85		1.24	1.47	
LP625-44	W.Aoki+,ApJ, 592, L67, 2003	16 43 14.03	-01 55 30.4	5500	2.5	-2.7																					
LP625-44	W.Aoki+,PASJ, 54, 427, 2002	16 43 14.03	-01 55 30.4	5500	2.5	-2.72	-2.72	-0.02	2.85	0.36	2.28	2.39	0.1	-0.16	1.72	1.1	-0.41	1.09	-0.13	2.03		1.17	0.29		1.04	1.53	
LP625-44	W.Aoki+,ApJ, 561, 346, 2001	16 43 14.03	-01 55 30.4	5500	2.8	-2.71	-2.72		2.8		2.34	2.29			2			1.19				1.22			1.03	1.39	
LP625-44	W.Aoki+,ApJ, 536, L97, 2000	16 43 14.03	-01 55 30.4	5500	2.8	-2.71	-2.72		2.8		2.34				2							1.22			0.96	1.36	
LP625-44	W.Aoki+,ApJ, 650, L127, 2006	16 43 14.03	-01 55 30.4	5500	2.5	-2.7	-2.7		2.83						1.74												
LP635-14	A.M.Boesgaard+,ApJ, 743, 140, 2011			5932	3.57	-2.71	-2.71									0.48				0.65			0.58				
LP635-14	A.Hosford+,AAP, 493, 601, 2009	20 26 46.83	-00 37 15.0	6319	4.43	-2.48	-2.49																				2.18
LP635-14	P.E.Nissen+,AAP, 469, 319, 2007	20 26 46.83	-00 37 15.0	6367	4.11	-2.39	-2.39																				
LP635-14	J.A.Rich+,ApJ, 701, 1519, 2009	20 26 46.83	-00 37 15.0	5932	3.57	-2.71	-2.71													0.89							
LP635-14	E.Arnone+,AAP, 430, 507, 2005	20 26 46.83	-00 37 15.0	6270	3.7		-2.53			0.33				-0.07		0.32							0.82				
LP635-14	D.Fabbian+,AAP, 500, 1143, 2009	20 26 46.83	-00 37 15.0	6367	4.11	-2.39	-2.44					0.4								0.81							
LP635-14	J.Melendez+,AAP, 515, L3, 2010	20 26 46.83	-00 37 15.0	6516	3.98	-2.5	-2.5																				2.35
LP635-14	A.M.Amarsi+,AAP, 622, L4, 2019	20 26 46.83	-00 37 15.17	6352	4.13	-2.34	-2.34					0.3								0.71							
LP651-4	E.Arnone+,AAP, 430, 507, 2005	02 44 11.72	-05 27 00.0	6240	3.9		-2.69			0.28						0.4											
LP651-4	A.M.Boesgaard+,ApJ, 743, 140, 2011			6030	4.26	-2.89	-2.89									0.54				0.79			0.72				
LP651-4	P.E.Nissen+,AAP, 469, 319, 2007	02 44 11.72	-05 27 00.0	6371	4.2	-2.63	-2.63																				
LP651-4	D.Fabbian+,AAP, 500, 1143, 2009	02 44 11.72	-05 27 00.0	6371	4.2	-2.63	-2.68					0.33								1.03							
LP651-4	J.A.Rich+,ApJ, 701, 1519, 2009	02 44 11.72	-05 27 00.0	6030	4.26	-2.89	-2.89													1.03							
LP651-4	A.M.Amarsi+,AAP, 622, L4, 2019	02 44 11.72	-05 27 00.00	6353	4.22	-2.57	-2.57					0.23								0.92							
LP706-7	J.E.Norris+,ApJ, 488, 350, 1997			6000	3.8		-2.57	-0.82	1.79	0.24	1.72	2.11	-0.1	-0.18	1.22	0.26	-0.84	1.85	-0.25			0.01	0.28		0.11	<1.01	
LP706-7	W.Aoki+,ApJ, 561, 346, 2001			6000	3.8	-2.74	-2.75		2.06		1.92	2.28			1.44			1.95				0.21			0.28	<1.18	
LP706-7	W.Aoki+,ApJ, 678, 1351, 2008			6200	4.3	-2.5	-2.58		2.12	0.24		2.15	0.19	-0.02		0.4			0.13			0.18	0.39				2.3
LP752-17	A.M.Boesgaard+,ApJ, 743, 140, 2011			5738	3.2	-2.38	-2.38									0.43				0.52			0.47				
LP752-17	J.A.Rich+,ApJ, 701, 1519, 2009	19 25 25.93	-11 56 57.9	5738	3.2	-2.38	-2.38													0.76							
LP763-87	M.N.Ishigaki+,ApJ, 753, 64, 2012	23 37 28.51	-13 47 38.8	6543	4.87	-2.26	-2.26			0.34						0.25							0.58				
LP763-87	M.N.Ishigaki+,ApJ, 771, 67, 2013	23 37 28.51	-13 47 38.8	6543	4.87	-2.29	-2.29		-0.07				0.3	-0.08			-0.46		0.14			0.23					
LP763-87	M.Ishigaki+,PASJ, 62, 143, 2010	23 37 28.51	-13 47 38.8	5979	3.69	-2.68	-2.69		-0.48	0.43				-0.15		0.65							0.53		0.04		
LP815-43	A.Hosford+,AAP, 493, 601, 2009	20 38 13.30	-20 26 10.9	6529	4.4	-2.61	-2.74																				2.21
LP815-43	P.E.Nissen+,AAP, 469, 319, 2007	20 38 13.30	-20 26 10.9	6483	4.21	-2.71	-2.71																				
LP815-43	J.A.Rich+,ApJ, 701, 1519, 2009	20 38 13.30	-20 26 10.9	6405	4.37	-2.76	-2.76													1.08							
LP815-43	C.J.Akerman+,AAP, 414, 931, 2004	20 38 13.30	-20 26 10.9	6533	4.25	-2.67	-2.67					0.38								0.59							
LP815-43	G.Bihain+,AAP, 423, 777, 2004	20 38 13.30	-20 26 10.9	6265	4.54	-2.74	-2.57																				
LP815-43	G.Israelian+,ApJ, 551, 833, 2001	20 38 13.30	-20 26 10.9	6265	4.54	-3.05	-3.05													0.6							
LP815-43	E.Arnone+,AAP, 430, 507, 2005	20 38 13.30	-20 26 10.9	6340	3.6		-2.81			0.36						0.37											
LP815-43	L.Sbordone+,AAP, 522, A26, 2010	20 38 13.30	-20 26 10.9	6453	3.8	-2.88	-2.88																				2.229
LP815-43	A.M.Amarsi+,AAP, 622, L4, 2019	20 38 13.30	-20 26 10.86	6461	4.11	-2.7	-2.7					0.35								0.7							
LP815-43	J.Melendez+,AAP, 515, L3, 2010	20 38 13.30	-20 26 10.9	6534	4.17	-2.78	-2.78																				2.26
LP815-43	P.E.Nissen+,AAP, 415, 993, 2004	20 38 13.30	-20 26 10.9	6533	4.25	-2.67	-2.67																				
LP815-43	A.M.Boesgaard+,ApJ, 743, 140, 2011			6405	4.37	-2.76	-2.76									0.29				0.84			0.77				
