# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
BD+29_2091	B.E.Reddy+,MNRAS, 367, 1329, 2006	10 47 23.16	+28 23 55.9	5354	4.77	-1.98	-2.03	
BD+29_2091	R.Smiljanic+,AAP, 499, 103, 2009	10 47 23.16	+28 23 55.9	5700	4.48	-1.8		
BD+29_2091	T.V.Mishenina+,AAP, 396, 189, 2002	10 47 23.16	+28 23 55.9			-1.93		
BD+29_2091	J.Melendez+,AAP, 515, L3, 2010	10 47 23.16	+28 23 55.9	5974	4.58	-1.99		
BD+29_2091	T.V.Mishenina+,AAP, 370, 951, 2001	10 47 23.16	+28 23 55.9	5850	4.2	-1.03		
BD+2_3375	A.M.Boesgaard+,ApJ, 743, 140, 2011			6008	4.04	-2.22	-2.22	
BD+34_2476	A.M.Boesgaard+,ApJ, 743, 140, 2011			6248	3.72	-1.94		
BD+34_2476	G.S.Bai+,AAP, 425, 671, 2004	13 59 09.48	+33 51 39.4	6247	4.1	-1.94		-0.34
BD+34_2476	J.Melendez+,AAP, 515, L3, 2010	13 59 09.48	+33 51 39.4	6416	3.95	-2.07	-2.07	
BD+34_2476b	C.Charbonnel+,AAP, 442, 961, 2005			6288	3.85	-2.34	-2.34	
BD+36_2964	A.M.Boesgaard+,ApJ, 743, 140, 2011			6152	3.85	-2.2	-2.2	
BD+36_2964	C.Charbonnel+,AAP, 442, 961, 2005	17 52 18.05	+36 24 06.6	6356	4	-2.57	-2.57	
BD+37_1458	A.M.Boesgaard+,ApJ, 743, 140, 2011			5492	3.85	-2.02	-2.02	
BD+37_1458	G.Israelian+,ApJ, 507, 805, 1998			5260	3	-2.4	-2.23	
BD+37_1458	R.G.Gratton+,AAP, 354, 169, 2000	06 16 01.50	+37 43 19.0	5399	3.33	-2	-2.07	
BD+37_1458	D.K.Lai+,ApJ, 667, 1185, 2007	06 16 01.50	+37 43 19.0	5332	3.13	-2.01		
BD+37_1458	J.P.Fulbright+,ApJ, 595, 1154, 2003	06 16 01.50	+37 43 19.0	5400	3.13	-2.2	-2.08	
BD+37_1458	Y.Saito+,PASJ, 61, 549, 2009	06 16 01.50	+37 43 19.0	5520	3.32	-2.08	-2.12	
BD+37_1458	A.M.Boesgaard+,AJ, 117, 492, 1999	06 16 01.50	+37 43 19.0	5554	3.62	-2.06		
BD+37_1458	J.A.Rich+,ApJ, 701, 1519, 2009	06 16 01.50	+37 43 19.0	5500	3.41	-2.14	-2.14	
BD+37_1458	G.Bihain+,AAP, 423, 777, 2004	06 16 01.50	+37 43 19.0	5326	3.3	-2.17	-2	
BD+37_1458	J.P.Fulbright+,AJ, 120, 1841, 2000	06 16 01.50	+37 43 19.0	5200	3	-2	-2.15	0.03
BD+37_1458	C.Charbonnel+,AAP, 442, 961, 2005	06 16 01.50	+37 43 19.0	5521	3.5	-2.03	-2.03	
BD+37_1458	G.Israelian+,AAP, 421, 649, 2004			5326	3.3	-2.17	-2	
BD+38_4955	J.Melendez+,AAP, 515, L3, 2010	23 13 38.82	+39 25 02.6	5265	4.6	-2.59	-2.59	
BD+3_740	A.M.Boesgaard+,ApJ, 743, 140, 2011			6030	3.83	-2.95	-2.95	
BD+3_740	A.Hosford+,AAP, 493, 601, 2009			6344	4.44	-2.72	-2.77	
BD+3_740	J.A.Rich+,ApJ, 701, 1519, 2009			6030	3.83	-2.95	-2.95	
BD+3_740	G.Bihain+,AAP, 423, 777, 2004			6229	4.15	-2.82	-2.65	
BD+42_3187	C.Charbonnel+,AAP, 442, 961, 2005	18 54 16.95	+42 59 00.4	5762	3.5	-2.18	-2.18	
BD+42_3607	A.M.Boesgaard+,ApJ, 743, 140, 2011			5655	3.81	-2.29	-2.29	
BD+42_3607	C.Charbonnel+,AAP, 442, 961, 2005	20 09 01.41	+42 51 54.9	5858	4.5	-2.12	-2.12	
BD+42_3607	R.G.Gratton+,AAP, 404, 187, 2003	20 09 01.41	+42 51 54.9	5965	4.58	-2.06	-2.11	
BD+42_3607	T.V.Mishenina+,AAP, 396, 189, 2002	20 09 01.41	+42 51 54.9					
BD+42_3607	J.Melendez+,AAP, 515, L3, 2010	20 09 01.41	+42 51 54.9	6021	4.59	-2.06	-2.06	
BD+42_3607	T.V.Mishenina+,AAP, 370, 951, 2001	20 09 01.41	+42 51 54.9	5850	4	-1.97		
BD+42_621	C.J.Hansen+,AAP, 545, A31, 2012	02 45 32.46	+42 43 28.9	4725	1.5	-2.48	-2.48	
BD+44_1910	A.M.Boesgaard+,ApJ, 743, 140, 2011			5878	3.56	-2.64	-2.64	
BD+44_1910	J.A.Rich+,ApJ, 701, 1519, 2009	09 49 30.64	+44 17 19.2	5878	3.56	-2.64	-2.64	
BD+44_493	Y.Takeda+,PASJ, 63, S537, 2011	02 26 49.70	+44 57 46.0	5510	3.7	-3.68	-3.68	
BD+44_493	I.U.Roederer+,ApJ, 824, L19, 2016	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-4.07	
BD+44_493	V.M.Placco+,ApJ, 790, 34, 2014	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-3.88	
BD+44_493	H.Ito+,ApJ, 698, L37, 2009	02 26 49.70	+44 57 46.0	5510	3.7	-3.68	-3.73	0.25
BD+44_493	I.U.Roederer+,AJ, 147, 136, 2014	02 26 49.70	+44 57 46.0	5040	2.1	-4.26	-4.28	
BD+44_493	H.Ito+,ApJ, 773, 33, 2013	02 26 49.70	+44 57 46.0	5430	3.4	-3.8	-3.83	0.3
BD+44_493	I.U.Roederer+,ApJ, 784, 158, 2014	02 26 49.70	+44 57 46.0	5040	2.1	-4.26	-4.28	
BD+44_493	B.W.Carney+,AJ, 125, 293, 2003	02 26 49.70	+44 57 46.0	5510	2.6	-2.71	-2.71	
BD+44_493	A.Arentsen+,AAP, 621, A108, 2019	02 26 49.7	+44 57 47	5430	3.4	-3.83	-3.83	
BD+4_302	A.M.Boesgaard+,ApJ, 743, 140, 2011			6095	3.71	-2.17	-2.17	
BD+58_1218	D.L.Burris+,ApJ, 544, 302, 2000	09 52 38.68	+57 54 58.7	5000	2.2	-3	-2.55	
BD+59_2407	R.G.Gratton+,AAP, 404, 187, 2003	21 39 16.15	+60 17 01.8	5391	4.63	-1.97	-2.02	0.12
BD+59_2723	A.M.Boesgaard+,ApJ, 743, 140, 2011			5945	4.5	-2.2	-2.2	
BD+59_2723	C.Charbonnel+,AAP, 442, 961, 2005	23 26 32.84	+60 37 42.7	6088	4.5	-2	-2	
BD+59_2723	B.E.Reddy+,MNRAS, 367, 1329, 2006	23 26 32.84	+60 37 42.7	5691	4.65	-1.78		
BD+6648	K.A.Venn+,AJ, 128, 1177, 2004	00 39 56.30	+67 42 55.0				-2.1	
BD+80_245	I.U.Roederer+,AJ, 147, 136, 2014	08 11 06.20	+79 54 30.0	5360	3.15	-2.01	-2.04	
BD+80_245	J.P.Fulbright+,AJ, 120, 1841, 2000	08 11 06.20	+79 54 30.0	5225	3	-1.9	-2.03	-0.43
BD+80_245	I.I.Ivans+,ApJ, 592, 906, 2003	08 11 06.20	+79 54 30.0	5225	3	-2.07	-2.07	-0.34
BD+9_2190	A.M.Boesgaard+,ApJ, 743, 140, 2011			6008	3.85	-3	-3	
BD+9_2190	A.Hosford+,AAP, 493, 601, 2009			6486	4.44	-2.68	-2.84	
BD-01_2582	I.U.Roederer+,AJ, 147, 136, 2014	11 53 37.20	-02 00 36.0	4920	1.8	-2.65	-2.62	0.26
BD-01_2582	C.Charbonnel+,AAP, 442, 961, 2005	11 53 37.20	-02 00 36.0	5196	3	-2.29	-2.29	
BD-01_2582	I.U.Roederer+,ApJ, 724, 975, 2010	11 53 37.20	-02 00 36.0				-2.21	
BD-01_2582	B.W.Carney+,AJ, 125, 293, 2003	11 53 37.20	-02 00 36.0	5130	2.4	-2.32	-2.32	
BD-01_2582	J.Simmerer+,ApJ, 617, 1091, 2004	11 53 37.20	-02 00 36.0	5148	2.86	-2.21	-2.21	
BD-01_2582	A.E.GarciaPerez+,AAP, 451, 621, 2006	11 53 37.20	-02 00 36.0	5072	2.92	-2.13	-2.11	
BD-01_2582	A.E.GarciaPerez+,AAP, 447, 299, 2006	11 53 37.20	-02 00 36.0	5072	2.92	-2.11	-2.11	
BD-01_2582	D.L.Burris+,ApJ, 544, 302, 2000	11 53 37.20	-02 00 36.0	5150	2.5	-2	-2.08	
BD-01_2582	C.M.Sakari+,ApJ, 868, 110, 2018	11 53 37.32	-02 00 36.7	4960	2.24	-2.49	-2.49	0.12
BD-02_5957	C.M.Sakari+,ApJ, 868, 110, 2018	23 26 52.56	-01 59 24.0	4217	0.06	-3.22	-3.22	
BD-03_2525	J.P.Fulbright+,AJ, 120, 1841, 2000	08 59 10.10	-04 01 37.0	5750	3.6	-1.8		
BD-03_2525	R.G.Gratton+,AAP, 404, 187, 2003	08 59 10.10	-04 01 37.0	5850	4.41	-2.05	-2.11	
BD-03_2525	D.K.Lai+,ApJ, 667, 1185, 2007	08 59 10.10	-04 01 37.0	5789	3.6	-1.75		
BD-03_2525	R.Smiljanic+,AAP, 499, 103, 2009	08 59 10.10	-04 01 37.0	5750	3.6	-1.8		
BD-04_3208	M.Bergemann+,AAP, 492, 823, 2008	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23	
BD-04_3208	J.P.Fulbright+,AJ, 120, 1841, 2000	12 07 15.07	-05 44 01.6	5900	3	-2.5	-2.6	0.41
BD-04_3208	C.Charbonnel+,AAP, 442, 961, 2005	12 07 15.07	-05 44 01.6	6400	4	-2.23	-2.23	
BD-04_3208	J.R.Shi+,AAP, 465, 587, 2007	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.22	
BD-04_3208	A.M.Boesgaard+,AJ, 117, 492, 1999	12 07 15.07	-05 44 01.6	6401	3.94	-2.31	-2.14	
BD-04_3208	J.Melendez+,ApJ, 642, 1082, 2006	12 07 15.07	-05 44 01.6	6376	3.84	-2.1	-2.33	
BD-04_3208	J.A.Rich+,ApJ, 701, 1519, 2009	12 07 15.07	-05 44 01.6	6316	3.9	-2.35	-2.35	
BD-04_3208	A.E.GarciaPerez+,AAP, 504, 213, 2009	12 07 15.07	-05 44 01.6	6338	4	-2.28	-2.28	
BD-04_3208	J.Melendez+,AAP, 515, L3, 2010	12 07 15.07	-05 44 01.6	6491	3.98	-2.29	-2.29	
BD-10_155	C.Charbonnel+,AAP, 442, 961, 2005	00 45 27.16	-09 32 39.8	5008	3	-2.87	-2.87	
BD-10_388	A.M.Boesgaard+,ApJ, 743, 140, 2011			5768	3.04	-2.79	-2.79	
BD-10_388	C.Charbonnel+,AAP, 442, 961, 2005	01 50 32.65	-09 21 02.8	6287	3.85	-2.51	-2.51	
BD-10_388	J.Melendez+,AAP, 515, L3, 2010	01 50 32.65	-09 21 02.8	6260	3.98	-2.32	-2.32	
BD-10_4149	C.Charbonnel+,AAP, 442, 961, 2005			5832	3.5	-2.48	-2.48	
BD-10_4149	E.Caffau+,AAP, 441, 533, 2005							
BD-11_145	J.A.Johnson+,ApJ, 579, 616, 2002	00 48 24.30	-10 41 31.0				-2.31	
BD-11_145	J.A.Johnson+,ApJ, 554, 888, 2001	00 48 24.30	-10 41 31.0	4650	0.7	-2.3	-2.33	
BD-11_145	B.W.Carney+,AJ, 125, 293, 2003	00 48 24.30	-10 41 31.0	4780	1.7	-2.02	-2.02	
BD-11_145	J.A.Johnson+,ApJS, 139, 219, 2002	00 48 24.30	-10 41 31.0	4650	0.7	-2.3	-2.48	0.32
BD-11_145	D.L.Burris+,ApJ, 544, 302, 2000	00 48 24.30	-10 41 31.0	4800	1.7	-2	-2.11	
BD-133442	D.Fabbian+,AAP, 500, 1143, 2009	11 46 50.65	-14 06 43.4	6366	3.99	-2.69	-2.74	
BD-13_3442	A.Hosford+,AAP, 493, 601, 2009			6321	4.46	-2.66	-2.72	
BD-13_3442	P.E.Nissen+,AAP, 469, 319, 2007			6366	3.99	-2.69	-2.69	
BD-13_3442	C.J.Hansen+,AAP, 545, A31, 2012			6450	4.2	-2.56	-2.56	
BD-13_3442	J.A.Rich+,ApJ, 701, 1519, 2009			6090	4.11	-2.91	-3.02	
BD-13_3442	C.J.Akerman+,AAP, 414, 931, 2004			6500	4.16	-2.61	-2.61	
BD-13_3442	L.Mashonkina+,ApJ, 679, 1549, 2008			6390	3.88	-2.66	-2.66	0.17
BD-13_3442	E.Arnone+,AAP, 430, 507, 2005			6210	3.6		-2.83	
BD-13_3442	A.M.Amarsi+,AAP, 622, L4, 2019	11 46 50.65	-14 06 43.45	6357	3.97	-2.64	-2.64	
BD-13_3442	J.Melendez+,AAP, 515, L3, 2010			6435	3.93	-2.76	-2.76	
BD-13_3442	P.E.Nissen+,AAP, 415, 993, 2004			6500	4.16	-2.61	-2.61	
BD-13_3442	I.U.Roederer+,ApJ, 860, 125, 2018	11 46 50.65	-14 06 43.45	6405	4.04	-2.85	-2.84	
BD-13_3442	A.M.Boesgaard+,ApJ, 743, 140, 2011			6090	4.11	-2.91	-2.91	
BD-13_3442	J.Melendez+,ApJ, 642, 1082, 2006			6510	4.1	-2.5	-2.61	
BD-13_3442	A.M.Boesgaard+,AJ, 117, 492, 1999			6273	3.6	-2.94	-2.77	
BD-13_3442	R.Smiljanic+,AAP, 646, A70, 2021	11 46 50.65	-14 06 43.18	6505	4	-2.88	-2.88	
BD-13_3442	C.M.Sakari+,ApJ, 868, 110, 2018	11 46 50.65	-14 06 43.2	6299	3.69	-2.8	-2.8	0.08
BD-13_3442	M.Asplund+,ApJ, 644, 229, 2006			6311	3.86	-2.71	-2.71	
BD-14_5850	A.M.Boesgaard+,ApJ, 743, 140, 2011			5777	4.12	-2.18	-2.18	
BD-14_5850	M.N.Ishigaki+,ApJ, 753, 64, 2012	20 47 34.40	-14 25 33.6	6100	5	-1.97	-2.02	
BD-14_5850	M.N.Ishigaki+,ApJ, 771, 67, 2013	20 47 34.40	-14 25 33.6	6100	5	-2.02	-2.02	
BD-14_5890	M.N.Ishigaki+,ApJ, 753, 64, 2012	20 56 09.10	-13 31 16.0	4891	2.03	-2.16	-2.16	
BD-14_5890	M.N.Ishigaki+,ApJ, 771, 67, 2013	20 56 09.10	-13 31 16.0	4891	2.03	-2.16	-2.16	-0.35
BD-14_5890	C.Charbonnel+,AAP, 442, 961, 2005	20 56 09.10	-13 31 16.0	4885	3	-2.07	-2.07	
BD-14_5890	M.Ishigaki+,PASJ, 62, 143, 2010	20 56 09.10	-13 31 16.0	4630	1.47	-2.42	-2.42	-0.19
BD-14_5890	B.W.Carney+,AJ, 125, 293, 2003	20 56 09.10	-13 31 16.0	4840	2.1	-2.01	-2.01	
BD-15_5781	I.U.Roederer+,AJ, 147, 136, 2014	20 45 34.50	-14 31 15.0	4550	0.7	-2.87	-2.92	
BD-15_5781	B.W.Carney+,AJ, 125, 293, 2003	20 45 34.50	-14 31 15.0	4590	1.6	-2.47	-2.47	
BD-15_5781	D.L.Burris+,ApJ, 544, 302, 2000	20 45 34.50	-14 31 15.0	4750	1.2	-3	-2.19	
BD-17_6036	J.A.Johnson+,ApJ, 579, 616, 2002	20 37 15.90	-16 33 57.0				-2.59	
BD-17_6036	J.A.Johnson+,ApJ, 554, 888, 2001	20 37 15.90	-16 33 57.0	4700	1.35	-2.6	-2.6	
BD-17_6036	B.W.Carney+,AJ, 125, 293, 2003	20 37 15.90	-16 33 57.0	4830	1.9	-2.54	-2.54	
BD-17_6036	J.A.Johnson+,ApJS, 139, 219, 2002	20 37 15.90	-16 33 57.0	4700	1.35	-2.6	-2.75	1
BD-185550	F.Spite+,AAP, 611, A30, 2018	19 58 49.73	-18 12 11.14	4750	1.4	-3	-3.06	
BD-18_271	M.N.Ishigaki+,ApJ, 753, 64, 2012			4234	0.41	-2.58	-2.58	
BD-18_271	M.N.Ishigaki+,ApJ, 771, 67, 2013			4234	0.41	-2.58	-2.58	-0.06
BD-18_271	M.Ishigaki+,PASJ, 62, 143, 2010			4080	0.01	-2.66	-2.66	-0.06
BD-18_271	B.W.Carney+,AJ, 125, 293, 2003			4150	0.7	-1.98		
BD-18_271	J.Melendez+,ApJ, 575, 474, 2002			4245	0.7	-2.35	-2.35	
BD-18_555	G.Israelian+,ApJ,  557, L43, 2001	03 12 40.80	-18 12 50.9	4668	1.5	-2.7	-2.7	
BD-18_5550	A.McWilliam+,AJ, 109, 2757, 1995	19 58 49.70	-18 12 11.0				-2.74	-0.26
BD-18_5550	J.A.Johnson+,ApJ, 658, 1203, 2007	19 58 49.70	-18 12 11.0	4806	1.72	-2.89	-2.87	
BD-18_5550	M.Spite+,AAP, 430, 655, 2005	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	A.McWilliam+,AJ, 109, 2736, 1995	19 58 49.70	-18 12 11.0					
BD-18_5550	S.M.Andrievsky+,AAP, 509, A88, 2010	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	G.Bihain+,AAP, 423, 777, 2004	19 58 49.70	-18 12 11.0	4668	1.5	-3.01	-2.84	
BD-18_5550	T.V.Mishenina+,AAP, 370, 951, 2001	19 58 49.70	-18 12 11.0	4600	0.5	-3.01	-3.01	
BD-18_5550	J.K.Hollek+,ApJ, 742, 54, 2011	19 58 49.70	-18 12 11.0	4600	0.8	-3.2	-3.2	
BD-18_5550	P.Francois+,AAP, 476, 935, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3	-3.06	
BD-18_5550	J.A.Johnson+,ApJ, 579, 616, 2002	19 58 49.70	-18 12 11.0				-2.87	
BD-18_5550	J.A.Johnson+,ApJ, 554, 888, 2001	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-2.88	
BD-18_5550	J.Melendez+,ApJ, 575, 474, 2002	19 58 49.70	-18 12 11.0	4683	1.7	-2.87	-2.87	
BD-18_5550	J.A.Johnson+,ApJS, 139, 219, 2002	19 58 49.70	-18 12 11.0	4600	0.95	-2.9	-3.03	0.26
BD-18_5550	S.M.Andrievsky+,AAP, 481, 481, 2008	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	S.M.Andrievsky+,AAP, 494, 1083, 2009	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	R.Cayrel+,AAP, 416, 1117, 2004	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	0.14
BD-18_5550	M.Spite+,AAP, 541, A143, 2012	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	Y.Takeda+,PASJ, 63, S537, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	T.V.Mishenina+,AAP, 396, 189, 2002	19 58 49.70	-18 12 11.0				-3.01	
BD-18_5550	D.L.Burris+,ApJ, 544, 302, 2000	19 58 49.70	-18 12 11.0	4575	1.4	-3	-2.76	
BD-18_5550	S.M.Andrievsky+,AAP, 464, 1081, 2007	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	-0.28
BD-18_5550	I.U.Roederer+,AJ, 147, 136, 2014	19 58 49.70	-18 12 11.0	4660	1.05	-3.15	-3.2	
BD-18_5550	M.Spite+,AAP, 455, 291, 2006	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	M.Spite+,AAP, 528, A9, 2011	19 58 49.70	-18 12 11.0	4750	1.4	-3.06	-3.06	
BD-18_5550	B.W.Carney+,AJ, 125, 293, 2003	19 58 49.70	-18 12 11.0	4820	1.8	-3.11	-3.11	
BD-20_6008	I.U.Roederer+,AJ, 147, 136, 2014	20 42 48.70	-20 00 39.0	4540	0.65	-3.05	-3	
BD-20_6008	B.W.Carney+,AJ, 125, 293, 2003	20 42 48.70	-20 00 39.0	4550	1.3	-2.63	-2.63	
BD-22_395	B.W.Carney+,AJ, 125, 293, 2003	02 21 57.80	-21 30 42.0	4780	1.7	-2.14	-2.14	
BD-4_3208	A.M.Boesgaard+,ApJ, 743, 140, 2011			6210	4.03	-2.35	-2.35	
BD-4_3208	M.Bergemann+,MNRAS, 401, 1334, 2010	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23	
BD-4_3208	M.Bergemann+,AAP, 522, A9, 2010	12 07 15.07	-05 44 01.6	6310	3.98	-2.23	-2.23	
BM056	M.Gull+,ApJ, 912, 52, 2021	05 10 49.6	-37 49 03.0	4875	1.75	-2.02	-2.02	0.18
BM121	M.Gull+,ApJ, 912, 52, 2021	09 53 38.4	-22 50 11.4	4580	0.95	-2.48	-2.48	0.12
BM209	M.Gull+,ApJ, 912, 52, 2021	14 36 49.2	-29 07 07.6	5215	2.65	-2.27	-2.27	0.2
BM308	M.Gull+,ApJ, 912, 52, 2021	22 37 08.2	-40 30 39.6	4885	1.65	-2.1	-2.1	0.04
BPSBS16968-061	R.Smiljanic+,AAP, 646, A70, 2021	15 01 06.11	+03 42 45.51	6350	3.8	-2.98	-2.98	
BS15621-047	D.M.Allen+,AAP, 548, A34, 2012	10 09 34.97	+25 59 27.4	4750	1.48	-2.29	-2.29	1.38
BS16023-0046	J.Melendez+,AAP, 515, L3, 2010	14 00 54.47	+22 46 42.3	6547	4.5	-2.9	-2.9	
BS16023-046	S.M.Andrievsky+,AAP, 464, 1081, 2007	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97	0.06
BS16023-046	P.Bonifacio+,AAP, 462, 851, 2007	14 00 54.47	+22 46 42.3	6364	4.5	-2.97	-2.96	
BS16023-046	P.Bonifacio+,AAP, 501, 519, 2009	14 00 54.47	+22 46 42.3	6364	4.5	-2.97	-2.96	
BS16023-046	M.Spite+,AAP, 541, A143, 2012	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97	
BS16023-046	S.M.Andrievsky+,AAP, 509, A88, 2010	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97	
BS16023-046	L.Sbordone+,AAP, 522, A26, 2010	14 00 54.47	+22 46 42.3	6324	4.3	-2.97	-2.97	
BS16023-046	S.M.Andrievsky+,AAP, 481, 481, 2008	14 00 54.47	+22 46 42.3	6360	4.5	-2.97	-2.97	
BS16033-008	W.Aoki+,ApJ, 632, 611, 2005	13 05 56.10	+25 10 17.0	5300	2.7	-2.8	-2.84	
BS16033-081	D.M.Allen+,AAP, 548, A34, 2012	13 19 12.40	+22 27 57.0	5020	1.84	-2.2	-2.2	0.79
BS16076-006	P.Bonifacio+,AAP, 462, 851, 2007	12 48 22.75	+20 56 44.0	5199	3	-3.81	-3.8	
BS16076-006	D.K.Lai+,ApJ, 667, 1185, 2007	12 48 22.75	+20 56 44.0	5614	3.51	-3	-2.83	
BS16076-006	P.Bonifacio+,AAP, 501, 519, 2009	12 48 22.75	+20 56 44.0	5199	3	-3.81	-3.8	
BS16076-006	D.K.Lai+,AJ, 128, 2402, 2004	12 48 22.75	+20 56 44.0	5614	3.51	-3	-3	
BS16077-007	D.K.Lai+,ApJ, 667, 1185, 2007	11 35 17.99	+31 00 23.4	5958	3.68	-2.82	-2.65	
BS16077-007	D.K.Lai+,ApJ, 681, 1524, 2008	11 35 17.99	+31 00 23.4	6544	4.29	-2.8	-2.72	
BS16077-007	D.K.Lai+,AJ, 128, 2402, 2004	11 35 17.99	+31 00 23.4	5958	3.68	-2.75	-2.82	
BS16077-077	D.M.Allen+,AAP, 548, A34, 2012	11 55 16.60	+28 21 02.0	5900	3.19	-2.05	-2.05	
BS16080-054	W.Aoki+,ApJ, 632, 611, 2005	16 39 18.50	+60 57 42.0	4800	1.1	-3	-2.89	
BS16080-054	D.K.Lai+,ApJ, 667, 1185, 2007	16 39 18.50	+60 57 42.0	4838	1.83	-2.74	-2.57	
BS16080-054	D.K.Lai+,ApJ, 681, 1524, 2008	16 39 18.50	+60 57 42.0	4805	1.48	-3	-3.07	0.57
BS16080-054	D.K.Lai+,AJ, 128, 2402, 2004	16 39 18.50	+60 57 42.0	4838	1.83	-2.75	-2.74	
BS16080-093	D.K.Lai+,ApJ, 667, 1185, 2007	16 50 38.31	+59 13 06.5	5120	2.53	-2.73	-2.56	
BS16080-093	D.K.Lai+,ApJ, 681, 1524, 2008	16 50 38.31	+59 13 06.5	4940	1.86	-3.2	-3.19	
BS16080-093	D.K.Lai+,AJ, 128, 2402, 2004	16 50 38.31	+59 13 06.5	5120	2.53	-2.75	-2.73	
BS16082-129	S.Honda+,ApJS, 152, 113, 2004	13 47 11.50	+28 57 46.0					
BS16082-129	S.Honda+,ApJ, 607, 474, 2004	13 47 11.50	+28 57 46.0	4900	1.8	-2.86	-2.85	
BS16082-129	D.M.Allen+,AAP, 548, A34, 2012	13 47 11.50	+28 57 46.0	5080	1.98	-2.65	-2.65	
BS16083-172	W.Aoki+,ApJ, 632, 611, 2005	14 50 41.60	+48 45 14.0	5300	3.1	-2.5	-2.53	
BS16084-160	W.Aoki+,ApJ, 632, 611, 2005	16 28 50.78	+54 37 06.8	4650	1.1	-3	-3.1	
BS16084-160	D.K.Lai+,ApJ, 667, 1185, 2007	16 28 50.78	+54 37 06.8	4762	1.66	-2.93	-2.76	
BS16084-160	D.K.Lai+,ApJ, 681, 1524, 2008	16 28 50.78	+54 37 06.8	4728	1.26	-3.15	-3.2	-0.13
BS16084-160	D.K.Lai+,AJ, 128, 2402, 2004	16 28 50.78	+54 37 06.8	4762	1.66	-3	-2.93	
BS16085-0050	S.Giridhar+,PASP, 113, 519, 2001	12 37 46.68	+19 22 49.5	4750	1	-3.1	-3.15	0.25
BS16085-050	D.K.Lai+,ApJ, 667, 1185, 2007			4882	1.93	-2.88	-2.71	
BS16085-050	S.Honda+,ApJS, 152, 113, 2004							
BS16085-050	S.Honda+,ApJ, 607, 474, 2004			4950	1.8	-2.91	-2.9	
BS16089-013	W.Aoki+,ApJ, 632, 611, 2005	13 49 22.10	+35 44 53.0	4900	1.7	-2.7	-2.82	
BS16467-062	S.M.Andrievsky+,AAP, 494, 1083, 2009	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	
BS16467-062	P.Francois+,AAP, 403, 1105, 2003	13 42 00.63	+17 48 40.9	5100	1.9		-3.95	
BS16467-062	R.Cayrel+,AAP, 416, 1117, 2004	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.83	-0.02
BS16467-062	D.K.Lai+,ApJ, 667, 1185, 2007	13 42 00.63	+17 48 40.9	5219	2.8	-3.79	-3.62	
BS16467-062	M.Spite+,AAP, 430, 655, 2005	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	
BS16467-062	J.G.Cohen+,ApJ, 778, 56, 2013	13 42 00.63	+17 48 40.9	5364	3	-3.48	-3.51	-0.28
BS16467-062	M.Spite+,AAP, 541, A143, 2012	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	
BS16467-062	S.M.Andrievsky+,AAP, 509, A88, 2010	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	
BS16467-062	D.K.Lai+,AJ, 128, 2402, 2004	13 42 00.63	+17 48 40.9	5219	2.8	-3.5	-3.79	
BS16467-062	P.Francois+,AAP, 476, 935, 2007	13 42 00.63	+17 48 40.9	5200	2.5	-4	-3.77	
BS16467-062	S.M.Andrievsky+,AAP, 464, 1081, 2007	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	-0.09
BS16467-062	M.Spite+,AAP, 455, 291, 2006	13 42 00.63	+17 48 40.9	5200	2.5	-3.77	-3.77	
BS16467-062	D.K.Lai+,ApJ, 681, 1524, 2008	13 42 00.63	+17 48 40.9	5388	3.04	-3.7	-3.75	
BS16467-062	J.G.Cohen+,ApJ, 672, 320, 2008	13 42 00.63	+17 48 40.9	5364	2.95		-3.52	-0.47
