# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Na/Fe]
CS29529-054	I.U.Roederer+,MNRAS, 445, 2970, 2014	03 59 23.87	-62 10 08.9	5710	3.55	-2.75	-2.75	
CS29529-054	I.U.Roederer+,AJ, 147, 136, 2014	03 59 23.87	-62 10 08.9	5710	3.55	-2.75	-2.55	
CS30301-015	W.Aoki+,PASJ, 54, 933, 2002	15 08 56.84	+02 30 18.5	4750	0.8	-2.64	-2.64	
CS30301-015	W.Aoki+,ApJ, 580, 1149, 2002	15 08 56.84	+02 30 18.5	4750	0.8	-2.64	-2.64	
CS30301-024	S.M.Andrievsky+,AAP, 494, 1083, 2009	15 08 29.60	-00 36 01.0	6330	4	-2.75	-2.75	
CS30301-024	P.Bonifacio+,AAP, 462, 851, 2007	15 08 29.60	-00 36 01.0	6334	4	-2.75	-2.74	
CS30301-024	P.Bonifacio+,AAP, 501, 519, 2009	15 08 29.60	-00 36 01.0	6334	4	-2.75	-2.74	
CS30301-024	M.Spite+,AAP, 541, A143, 2012	15 08 29.60	-00 36 01.0	6330	4	-2.75	-2.75	
CS30301-024	S.M.Andrievsky+,AAP, 509, A88, 2010	15 08 29.60	-00 36 01.0	6330	4	-2.75	-2.75	
CS30301-024	S.M.Andrievsky+,AAP, 464, 1081, 2007	15 08 29.60	-00 36 01.0	6330	4	-2.75	-2.75	-0.19
CS30301-024	M.Spite+,AAP, 528, A9, 2011	15 08 29.60	-00 36 01.0	6330	4	-2.75	-2.75	
CS30301-024	L.Sbordone+,AAP, 522, A26, 2010	15 08 29.60	-00 36 01.0	6375	4	-2.71	-2.71	
CS30301-024	S.M.Andrievsky+,AAP, 481, 481, 2008	15 08 29.60	-00 36 01.0	6330	4	-2.75	-2.75	
CS30302-145	L.Sbordone+,AAP, 522, A26, 2010	19 40 52.20	-48 39 19.0	6403	4.3	-3.02	-3.02	
CS30306-082	D.K.Lai+,ApJ, 667, 1185, 2007	15 21 25.33	+05 57 32.3	5598	3.5	-2.6	-2.43	
CS30306-082	D.K.Lai+,AJ, 128, 2402, 2004	15 21 25.33	+05 57 32.3	5598	3.5	-2.75	-2.6	
CS30306-132	W.Aoki+,ApJ, 632, 611, 2005	15 14 18.91	+07 27 02.8	5100	2.2	-2.5	-2.4	
CS30306-132	S.Honda+,ApJS, 152, 113, 2004	15 14 18.91	+07 27 02.8					
CS30306-132	S.Honda+,ApJ, 607, 474, 2004	15 14 18.91	+07 27 02.8	5110	2.5	-2.42	-2.41	
CS30308-035	P.S.Barklem+,AAP, 439, 129, 2005	20 45 54.10	-44 50 29.0	4806	1.78	-3.35	-3.35	
CS30308-035	L.Zhang+,AAP, 528, A92, 2011	20 45 54.10	-44 50 29.0				-3.35	
CS30308-035	N.Christlieb+,AAP, 428, 1027, 2004	20 45 54.10	-44 50 29.0			-3.23		
CS30308-062	K.A.Venn+,AJ, 128, 1177, 2004	20 51 05.10	-44 10 44.0				-2.92	
CS30312-044	I.U.Roederer+,AJ, 147, 136, 2014	15 37 07.55	+00 32 53.3	4660	1.05	-3.19	-3.22	
CS30312-059	I.U.Roederer+,AJ, 147, 136, 2014	15 34 48.80	-01 23 38.0	4780	1.4	-3.26	-3.41	
CS30312-059	W.Aoki+,ApJ, 632, 611, 2005	15 34 48.80	-01 23 38.0	4950	2	-3	-3.04	
CS30312-059	D.K.Lai+,ApJ, 681, 1524, 2008	15 34 48.80	-01 23 38.0	5021	2.06	-3.15	-3.14	0.26
CS30312-059	C.J.Hansen+,AAP, 545, A31, 2012	15 34 48.80	-01 23 38.0	5021	1.9	-3.06	-3.06	
CS30312-062	I.U.Roederer+,AJ, 147, 136, 2014	15 37 32.85	-01 43 53.2	6600	2.45	-2.65	-2.64	
CS30312-100	I.U.Roederer+,AJ, 147, 136, 2014	15 43 31.66	+02 01 17.4	5040	2.15	-2.68	-2.69	-0.18
CS30312-100	T.Masseron+,ApJ, 751, 14, 2012	15 43 31.66	+02 01 17.4	5000	2	-2.7	-2.75	0.01
CS30312-100	W.Aoki+,ApJ, 655, 492, 2007	15 43 31.66	+02 01 17.4	5300	2.8	-2.4	-2.38	0.16
CS30312-100	C.J.Hansen+,AAP, 545, A31, 2012	15 43 31.66	+02 01 17.4	5200	2.35	-2.62	-2.62	
CS30312-100	W.Aoki+,ApJ, 567, 1166, 2002	15 43 31.66	+02 01 17.4	5500	3	-2.17	-2.17	0.13
CS30314-067	I.U.Roederer+,AJ, 147, 136, 2014	20 52 50.99	-34 19 40.5	4320	0.5	-3.01	-3.31	
CS30314-067	J.A.Johnson+,ApJ, 658, 1203, 2007	20 52 50.99	-34 19 40.5	4476	0.96	-2.67	-2.65	
CS30314-067	I.U.Roederer+,ApJ, 784, 158, 2014	20 52 50.99	-34 19 40.5	4320	0.5	-3.01	-3.31	
CS30314-067	W.Aoki+,ApJ, 567, 1166, 2002	20 52 50.99	-34 19 40.5	4400	0.7	-2.85	-2.85	0.01
CS30315-001	P.S.Barklem+,AAP, 439, 129, 2005	23 37 38.80	-26 21 53.0	4565	1.14	-2.98	-2.97	
CS30315-001	L.Zhang+,AAP, 528, A92, 2011	23 37 38.80	-26 21 53.0				-2.98	
CS30315-001	N.Christlieb+,AAP, 428, 1027, 2004	23 37 38.80	-26 21 53.0			-2.73		
CS30315-029	P.S.Barklem+,AAP, 439, 129, 2005	23 34 26.60	-26 42 14.0	4541	1.07	-3.33	-3.33	
CS30315-029	L.Zhang+,AAP, 528, A92, 2011	23 34 26.60	-26 42 14.0				-3.33	
CS30315-029	N.Christlieb+,AAP, 428, 1027, 2004	23 34 26.60	-26 42 14.0			-3.29		
CS30315-029	C.SiqueiraMello+,AAP, 565, A93, 2014	23 34 26.60	-26 42 14.0	4570	0.99	-3.4	-3.43	
CS30315-093	D.K.Lai+,ApJ, 667, 1185, 2007	23 16 16.79	-25 08 58.8	5638	3.52	-2.56	-2.39	
CS30315-093	D.K.Lai+,AJ, 128, 2402, 2004	23 16 16.79	-25 08 58.8	5638	3.52	-2.5	-2.56	
CS30317-056	C.J.Hansen+,AAP, 527, A65, 2011	14 37 51.30	+06 17 44.9	6000	2	-2.85	-2.85	
CS30319-020	W.Aoki+,ApJ, 632, 611, 2005	21 19 39.60	-26 52 40.0	5200	2.5	-2.5	-2.35	
CS30320-069	D.K.Lai+,ApJ, 667, 1185, 2007	13 58 52.27	+10 51 40.5	6119	3.75	-2.02		
CS30320-069	D.K.Lai+,AJ, 128, 2402, 2004	13 58 52.27	+10 51 40.5	6119	3.75	-2	-2.02	
CS30322-023	D.Karinkuzhi+,AAP, 645, 61, 2021	21 30 32.18	-46 16 24.60	4500	1	-3.35	-3.35	
CS30322-023	T.Masseron+,AAP, 509, A93, 2010	21 30 32.18	-46 16 24.7	4100	-0.3	-3.39	-3.44	
CS30322-023	T.Masseron+,ApJ, 751, 14, 2012	21 30 32.18	-46 16 24.7	4100	-0.3	-3.33	-3.38	1.24
CS30322-023	W.Aoki+,ApJ, 655, 492, 2007	21 30 32.18	-46 16 24.7	4300	1	-3.3	-3.3	1.02
CS30322-023	T.Masseron+,AAP, 455, 1059, 2006	21 30 32.18	-46 16 24.7	4100	-0.3	-3.5	-3.44	1.27
CS30325-028	W.Aoki+,ApJ, 632, 611, 2005	15 05 19.79	+06 17 07.0	4900	1.8	-2.8	-2.74	
CS30325-028	D.K.Lai+,ApJ, 667, 1185, 2007	15 05 19.79	+06 17 07.0	4887	1.95	-2.79	-2.62	
CS30325-028	D.K.Lai+,ApJ, 681, 1524, 2008	15 05 19.79	+06 17 07.0	4911	1.7	-2.9	-2.9	
CS30325-028	D.K.Lai+,AJ, 128, 2402, 2004	15 05 19.79	+06 17 07.0	4887	1.95	-2.75	-2.79	
CS30325-094	S.M.Andrievsky+,AAP, 494, 1083, 2009	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	
CS30325-094	R.Cayrel+,AAP, 416, 1117, 2004	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	0.18
CS30325-094	M.Spite+,AAP, 430, 655, 2005	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	
CS30325-094	M.Spite+,AAP, 541, A143, 2012	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	
CS30325-094	S.M.Andrievsky+,AAP, 509, A88, 2010	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	
CS30325-094	P.Francois+,AAP, 476, 935, 2007	14 54 39.27	+04 21 38.1	4950	2	-3.4	-3.3	
CS30325-094	S.M.Andrievsky+,AAP, 464, 1081, 2007	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	-0.1
CS30325-094	W.Aoki+,ApJ, 632, 611, 2005	14 54 39.27	+04 21 38.1	5050	2.1	-3	-3.17	
CS30325-094	M.Spite+,AAP, 455, 291, 2006	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	
CS30325-094	M.Spite+,AAP, 528, A9, 2011	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	
CS30325-094	S.M.Andrievsky+,AAP, 481, 481, 2008	14 54 39.27	+04 21 38.1	4950	2	-3.3	-3.3	
CS30327-038	W.Aoki+,ApJ, 632, 611, 2005	22 00 17.60	-33 50 04.0	5100	1.7	-2.7	-2.64	
CS30329-004	W.Aoki+,ApJ, 632, 611, 2005	15 48 41.89	-06 52 37.3	5000	1.5	-2.7	-2.75	
CS30329-129	D.K.Lai+,ApJ, 667, 1185, 2007	15 31 39.07	-06 48 39.7	5467	3.37	-2.41	-2.24	
CS30329-129	D.K.Lai+,AJ, 128, 2402, 2004	15 31 39.07	-06 48 39.7	5467	3.37	-2.5	-2.41	
CS30336-049	D.K.Lai+,ApJ, 681, 1524, 2008	20 45 23.50	-28 42 36.0	4827	1.51	-3.95	-4.04	
CS30336-049	D.Yong+,ApJ, 762, 26, 2013	20 45 23.50	-28 42 36.0	4725		-4.1	-4.1	-0.01
CS30336-049	J.E.Norris+,ApJ, 762, 25, 2013	20 45 23.50	-28 42 36.0	4725	2.4	-4.1		
CS30337-097	P.S.Barklem+,AAP, 439, 129, 2005	22 01 21.50	-30 57 57.0	4865	1.81	-2.73	-2.73	
CS30337-097	L.Zhang+,AAP, 528, A92, 2011	22 01 21.50	-30 57 57.0				-2.73	
CS30337-097	N.Christlieb+,AAP, 428, 1027, 2004	22 01 21.50	-30 57 57.0			-2.65		
CS30338-089	W.Aoki+,ApJ, 655, 492, 2007	23 15 50.10	+10 19 26.0	5000	2.1	-2.5	-2.49	0.7
CS30339-015	I.U.Roederer+,AJ, 147, 136, 2014	00 16 58.11	-33 48 17.6	5840	3.6	-2.86	-3	
CS30339-041	P.S.Barklem+,AAP, 439, 129, 2005	00 23 12.90	-37 01 26.0	5478	2.1	-2.2	-2.21	
CS30339-041	L.Zhang+,AAP, 528, A92, 2011	00 23 12.90	-37 01 26.0				-2.2	
CS30339-041	N.Christlieb+,AAP, 428, 1027, 2004	00 23 12.90	-37 01 26.0			-2.42		
CS30339-046	I.U.Roederer+,AJ, 147, 136, 2014	00 25 21.67	-36 30 24.4	7000	2.55	-2.69	-2.71	
CS30339-052	I.U.Roederer+,AJ, 147, 136, 2014	00 22 50.14	-34 07 20.7	5580	2.35	-2.67	-2.69	
CS30339-069	S.M.Andrievsky+,AAP, 464, 1081, 2007	00 30 15.90	-35 56 51.0	6240	4	-3.08	-3.08	-0.16
CS30339-069	P.Bonifacio+,AAP, 462, 851, 2007	00 30 15.90	-35 56 51.0	6242	4	-3.08	-3.07	
CS30339-069	I.U.Roederer+,AJ, 147, 136, 2014	00 30 15.90	-35 56 51.0	5900	3.55	-3.17	-3.5	
CS30339-069	P.Bonifacio+,AAP, 501, 519, 2009	00 30 15.90	-35 56 51.0	6242	4	-3.08	-3.07	
CS30339-069	M.Spite+,AAP, 541, A143, 2012	00 30 15.90	-35 56 51.0	6240	4	-3.08	-3.08	
CS30339-069	S.M.Andrievsky+,AAP, 509, A88, 2010	00 30 15.90	-35 56 51.0	6240	4	-3.08	-3.08	
CS30339-069	L.Sbordone+,AAP, 522, A26, 2010	00 30 15.90	-35 56 51.0	6253	4	-3.09	-3.09	
CS30339-069	S.M.Andrievsky+,AAP, 481, 481, 2008	00 30 15.90	-35 56 51.0	6240	4	-3.08	-3.08	
CS30339-073	I.U.Roederer+,AJ, 147, 136, 2014	00 34 52.30	-36 55 16.0	4830	1.55	-3.8	-3.93	0.07
CS30343-063	P.S.Barklem+,AAP, 439, 129, 2005	21 45 17.50	-37 22 18.0	4412	0.83	-2.95	-2.97	
CS30343-063	L.Zhang+,AAP, 528, A92, 2011	21 45 17.50	-37 22 18.0				-2.95	
CS30343-063	N.Christlieb+,AAP, 428, 1027, 2004	21 45 17.50	-37 22 18.0			-2.58		
CS30344-033	S.Caliskan+,AAP, 571, A62, 2014	22 55 31.90	-34 42 59.0	6100	2.7	-2.9	-2.9	-0.02
CS30344-070	L.Sbordone+,AAP, 522, A26, 2010	22 47 23.20	-35 32 44.0	6302	4.1	-3.02	-3.02	
CS30492-001	I.U.Roederer+,AJ, 147, 136, 2014	21 05 55.23	-42 10 10.1	5790	3.65	-2.35	-2.62	-0.15
CS30492-001	I.U.Roederer+,ApJ, 784, 158, 2014	21 05 55.23	-42 10 10.1	5790	3.65	-2.35	-2.62	-0.15
CS30492-016	I.U.Roederer+,AJ, 147, 136, 2014	21 04 49.76	-40 14 47.9	5570	3.35	-3.4	-3.3	
CS30492-110	I.U.Roederer+,AJ, 147, 136, 2014	21 21 45.83	-38 08 57.9	4660	1.05	-3.16	-3.27	
CS30493-071	I.U.Roederer+,AJ, 147, 136, 2014	23 16 30.80	-35 34 35.9	5700	3.55	-2.46	-2.82	-0.02
CS30494-003	I.U.Roederer+,AJ, 147, 136, 2014	03 59 10.03	-21 06 48.0	4930	1.85	-2.97	-2.97	
CS31060-043	D.K.Lai+,ApJ, 667, 1185, 2007	00 10 17.59	-17 35 38.9	5452	3.36	-2.06		
CS31060-043	D.K.Lai+,AJ, 128, 2402, 2004	00 10 17.59	-17 35 38.9	5452	3.36	-2	-2.06	
CS31060-047	P.S.Barklem+,AAP, 439, 129, 2005	00 08 07.80	-15 54 03.0	4749	1.55	-2.72	-2.72	
CS31060-047	L.Zhang+,AAP, 528, A92, 2011	00 08 07.80	-15 54 03.0				-2.72	
CS31060-047	N.Christlieb+,AAP, 428, 1027, 2004	00 08 07.80	-15 54 03.0			-2.87		
CS31061-0032	J.Melendez+,AAP, 515, L3, 2010	02 38 43.29	+03 19 02.4	6433	4.32	-2.57	-2.57	
CS31061-032	S.M.Andrievsky+,AAP, 464, 1081, 2007	02 38 43.29	+03 19 02.4	6410	4.3	-2.58	-2.58	-0.16
CS31061-032	P.Bonifacio+,AAP, 462, 851, 2007	02 38 43.29	+03 19 02.4	6409	4.25	-2.58	-2.57	
CS31061-032	P.Bonifacio+,AAP, 501, 519, 2009	02 38 43.29	+03 19 02.4	6409	4.25	-2.58	-2.57	
CS31061-032	M.Spite+,AAP, 541, A143, 2012	02 38 43.29	+03 19 02.4	6410	4.3	-2.58	-2.58	
CS31061-032	S.M.Andrievsky+,AAP, 509, A88, 2010	02 38 43.29	+03 19 02.4	6410	4.3	-2.58	-2.58	
CS31061-032	L.Sbordone+,AAP, 522, A26, 2010	02 38 43.29	+03 19 02.4	6369	4.25	-2.62	-2.62	
CS31061-032	S.M.Andrievsky+,AAP, 481, 481, 2008	02 38 43.29	+03 19 02.4	6410	4.3	-2.58	-2.58	
CS31061-062	D.K.Lai+,ApJ, 667, 1185, 2007	02 32 50.21	+05 45 04.5	5465	3.38	-2.62	-2.45	
CS31061-062	D.K.Lai+,AJ, 128, 2402, 2004	02 32 50.21	+05 45 04.5	5465	3.38	-2.75	-2.62	
CS31062-012	W.Aoki+,PASJ, 54, 933, 2002	00 44 03.57	-13 55 26.3	6250	4.5	-2.55	-2.55	
CS31062-012	W.Aoki+,ApJ, 580, 1149, 2002	00 44 03.57	-13 55 26.3	6250	4.5	-2.55	-2.55	
CS31062-041	P.S.Barklem+,AAP, 439, 129, 2005	00 35 03.01	-15 54 29.3	4915	1.83	-2.67	-2.68	
CS31062-041	L.Zhang+,AAP, 528, A92, 2011	00 35 03.01	-15 54 29.3				-2.67	
CS31062-041	J.A.Johnson+,ApJ, 658, 1203, 2007	00 35 03.01	-15 54 29.3	5042	2.32	-2.3	-2.28	
CS31062-041	W.Aoki+,ApJ, 655, 492, 2007	00 35 03.01	-15 54 29.3	5100	2.2	-2.5	-2.42	0.41
CS31062-041	N.Christlieb+,AAP, 428, 1027, 2004	00 35 03.01	-15 54 29.3			-3.02		
CS31062-050	D.K.Lai+,ApJ, 667, 1185, 2007	00 30 31.07	-12 05 10.9	5313	3.08	-2.65	-2.48	
CS31062-050	W.Aoki+,ApJ, 592, L67, 2003	00 30 31.07	-12 05 10.9	5600	3	-2.4		
CS31062-050	W.Aoki+,PASJ, 54, 933, 2002	00 30 31.07	-12 05 10.9	5600	3	-2.32	-2.31	
CS31062-050	D.K.Lai+,AJ, 128, 2402, 2004	00 30 31.07	-12 05 10.9	5313	3.08	-2.75	-2.65	
CS31062-050	W.Aoki+,ApJ, 580, 1149, 2002	00 30 31.07	-12 05 10.9	5600	3	-2.32	-2.31	
CS31062-050	W.Aoki+,ApJ, 650, L127, 2006	00 30 31.07	-12 05 10.9	5500	2.7	-2.3	-2.3	
CS31062-050	J.A.Johnson+,ApJ, 605, 462, 2004	00 30 31.07	-12 05 10.9	5500	2.7	-2.3	-2.41	
CS31069-064	D.K.Lai+,ApJ, 667, 1185, 2007	00 16 12.56	+04 49 34.7	5468	3.38	-2.19	-2.02	
CS31069-064	D.K.Lai+,AJ, 128, 2402, 2004	00 16 12.56	+04 49 34.7	5468	3.38	-2.25	-2.19	
CS31070-058	D.K.Lai+,ApJ, 667, 1185, 2007	00 14 33.93	+05 51 44.7	4864	1.89	-2.29	-2.12	
CS31070-058	D.K.Lai+,AJ, 128, 2402, 2004	00 14 33.93	+05 51 44.7	4864	1.89	-2.25	-2.29	
CS31070-073	D.M.Allen+,AAP, 548, A34, 2012	00 08 51.70	+05 26 16.0	6190	3.86	-2.55	-2.55	
CS31072-118	P.S.Barklem+,AAP, 439, 129, 2005	05 08 53.50	-59 18 21.0	4606	1.25	-3.06	-3.06	
CS31072-118	L.Zhang+,AAP, 528, A92, 2011	05 08 53.50	-59 18 21.0				-3.06	
CS31072-118	N.Christlieb+,AAP, 428, 1027, 2004	05 08 53.50	-59 18 21.0			-2.94		
CS31078-018	D.K.Lai+,ApJ, 667, 1185, 2007	03 01 00.70	+06 16 31.9	5106	2.49	-3.02	-2.85	
CS31078-018	D.K.Lai+,ApJ, 681, 1524, 2008	03 01 00.70	+06 16 31.9	5257	2.75	-2.85	-2.84	
CS31078-018	D.K.Lai+,AJ, 128, 2402, 2004	03 01 00.70	+06 16 31.9	5106	2.49	-3	-3.02	
CS31080-095	J.A.Johnson+,ApJ, 658, 1203, 2007	04 44 22.01	-45 13 54.2	5972	3.73	-2.75	-2.73	
CS31080-095	T.Sivarani+,AAP, 459, 125, 2006	04 44 22.01	-45 13 54.2	6050	4.5	-2.85	-2.85	-0.19
CS31082-001	D.K.Lai+,ApJ, 667, 1185, 2007	01 29 31.14	-16 00 45.5	4893	1.96	-2.78	-2.61	
CS31082-001	M.Spite+,AAP, 430, 655, 2005	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	
CS31082-001	W.Aoki+,ApJ, 586, 506, 2003	01 29 31.14	-16 00 45.5					
CS31082-001	V.Hill+,AAP, 387, 560, 2002	01 29 31.14	-16 00 45.5	4825	1.5	-2.9	-2.9	0.36
CS31082-001	C.J.Hansen+,AAP, 545, A31, 2012	01 29 31.14	-16 00 45.5	4925	1.51	-2.81	-2.81	
CS31082-001	S.M.Andrievsky+,AAP, 509, A88, 2010	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	
CS31082-001	L.Zhang+,AAP, 528, A92, 2011	01 29 31.14	-16 00 45.5				-2.78	
CS31082-001	S.Honda+,ApJS, 152, 113, 2004	01 29 31.14	-16 00 45.5					
CS31082-001	B.Plez+,AAP, 428, L9, 2004	01 29 31.14	-16 00 45.5			-2.9	-2.73	
CS31082-001	S.Honda+,ApJ, 607, 474, 2004	01 29 31.14	-16 00 45.5	4790	1.8	-2.81	-2.8	
CS31082-001	S.M.Andrievsky+,AAP, 481, 481, 2008	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	
CS31082-001	P.S.Barklem+,AAP, 439, 129, 2005	01 29 31.14	-16 00 45.5	4922	1.9	-2.78	-2.78	
CS31082-001	S.M.Andrievsky+,AAP, 494, 1083, 2009	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	
CS31082-001	I.U.Roederer+,MNRAS, 445, 2970, 2014	01 29 31.14	-16 00 45.5	4650	1.05	-3.03	-3.03	
CS31082-001	R.Cayrel+,AAP, 416, 1117, 2004	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.9	0.36
CS31082-001	M.Spite+,AAP, 541, A143, 2012	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	
CS31082-001	N.Christlieb+,AAP, 428, 1027, 2004	01 29 31.14	-16 00 45.5			-2.8		
CS31082-001	C.M.Sakari+,ApJ, 868, 110, 2018	01 29 31.14	-16 00 45.5	4827	1.65	-2.79	-2.79	
CS31082-001	S.M.Andrievsky+,AAP, 464, 1081, 2007	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	-0.03
CS31082-001	I.U.Roederer+,AJ, 147, 136, 2014	01 29 31.14	-16 00 45.5	4650	1.05	-3.03	-3.09	0.15
CS31082-001	M.Spite+,AAP, 455, 291, 2006	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	
CS31082-001	M.Spite+,AAP, 528, A9, 2011	01 29 31.14	-16 00 45.5	4825	1.5	-2.91	-2.91	
CS31082-001	J.Ren+,AAP, 537, A118, 2012	01 29 31.14	-16 00 45.5	4922	1.9	-2.78	-2.61	
CS31085-024	D.K.Lai+,ApJ, 667, 1185, 2007	00 08 27.94	+10 54 19.8	4931	2.05	-3.3	-3.13	
CS31085-024	D.K.Lai+,ApJ, 681, 1524, 2008	00 08 27.94	+10 54 19.8	5949	4.57	-2.7	-2.68	
CS31085-024	D.K.Lai+,AJ, 128, 2402, 2004	00 08 27.94	+10 54 19.8	4931	2.05	-3.25	-3.3	
G10-54	I.U.Roederer+,AJ, 147, 136, 2014	11 49 48.20	+06 08 52.1	5210	4.4	-2.3	-2.29	
G103-50	D.Yong+,ApJ, 599, 1357, 2003	06 40 09.46	+28 27 00.9	4700	4.5	-2.2	-2.2	
G107-50	I.U.Roederer+,AJ, 147, 136, 2014	07 09 52.88	+42 39 13.3	6030	3.85	-1.89	-2.06	
G108-33	K.A.Venn+,AJ, 128, 1177, 2004	06 50 55.55	-01 59 33.9				-2.69	
G108-58	A.M.Boesgaard+,ApJ, 743, 140, 2011			5865	4.03	-2.37	-2.37	
G108-58	J.A.Rich+,ApJ, 701, 1519, 2009	07 10 02.59	-01 17 58.5	5865	4.03	-2.37	-2.37	
G11-44	A.M.Boesgaard+,ApJ, 743, 140, 2011			5820	3.58	-2.29	-2.29	
G11-44	P.E.Nissen+,AAP, 469, 319, 2007			6178	4.35	-2.03	-2.03	
G11-44	J.Melendez+,ApJ, 642, 1082, 2006			6092	4.49	-1.9	-2.01	
G11-44	J.A.Rich+,ApJ, 701, 1519, 2009			5820	3.58	-2.29	-2.29	
G11-44	C.J.Akerman+,AAP, 414, 931, 2004			5995	4.29	-2.09	-2.09	
G11-44	A.Stephens+,AJ, 123, 1647, 2002			5924	3.82	-2.22	-2.2	
G11-44	C.Charbonnel+,AAP, 442, 961, 2005			6024	4.2	-2.2	-2.2	
G11-44	D.Fabbian+,AAP, 500, 1143, 2009			6178	4.35	-2.03	-2.08	
G11-44	A.M.Boesgaard+,ApJ, 633, 398, 2005			5924	3.82	-2.22	-2.2	
G11-44	A.M.Amarsi+,AAP, 622, L4, 2019	12 10 55.77	+00 23 54.35	6108	4.41	-1.96		
G11-44	J.Melendez+,AAP, 515, L3, 2010			6304	4.3	-2.08	-2.08	
G11-44	P.E.Nissen+,AAP, 415, 993, 2004			5995	4.29	-2.09	-2.09	
G110-34	A.M.Boesgaard+,ApJ, 633, 398, 2005	07 05 46.33	+11 18 35.3	5686	4.11	-2.07	-2.05	
G110-34	A.Stephens+,AJ, 123, 1647, 2002	07 05 46.33	+11 18 35.3	5686	4.11	-2.07	-2.06	
G110-43	K.A.Venn+,AJ, 128, 1177, 2004	07 05 46.33	+11 18 35.3				-2.19	
G115-49	A.M.Boesgaard+,ApJ, 743, 140, 2011			5605	3.78	-2.23	-2.23	
G115-49	I.U.Roederer+,AJ, 147, 136, 2014	09 05 16.68	+38 47 54.6	5420	3.8	-2.6	-2.61	
G115-49	C.Charbonnel+,AAP, 442, 961, 2005	09 05 16.68	+38 47 54.6	5727	5	-2.09	-2.09	
G122-43	C.Charbonnel+,AAP, 442, 961, 2005	11 44 17.57	+40 32 18.0	5586	5	-2.8	-2.8	
G122-69	I.U.Roederer+,AJ, 147, 136, 2014	12 03 04.30	+47 19 26.2	6010	3.7	-2.5	-2.78	
G122-69	S.G.Ryan+,ApJ, 506, 892, 1998	12 03 04.30	+47 19 26.2	6100	4.1	-2.67	-2.67	
G126-52	E.Arnone+,AAP, 430, 507, 2005	22 04 13.38	+19 32 54.5	6210	3.8		-2.44	
G126-52	A.M.Boesgaard+,ApJ, 743, 140, 2011			6182	3.95	-2.36	-2.36	
G126-52	P.E.Nissen+,AAP, 469, 319, 2007	22 04 13.38	+19 32 54.5	6396	4.2	-2.21	-2.21	
G126-52	E.Caffau+,AAP, 441, 533, 2005	22 04 13.38	+19 32 54.5					
G126-52	D.Fabbian+,AAP, 500, 1143, 2009	22 04 13.38	+19 32 54.5	6396	4.2	-2.21	-2.26	
G126-52	A.M.Amarsi+,AAP, 622, L4, 2019	22 04 13.38	+19 32 54.35	6359	4.16	-2.18	-2.18	
G13-9	P.E.Nissen+,AAP, 469, 319, 2007			6343	4.01	-2.29	-2.29	
G13-9	C.J.Hansen+,AAP, 545, A31, 2012			6416	3.95	-2.27	-2.27	
G13-9	C.J.Akerman+,AAP, 414, 931, 2004			6360	4.01	-2.27	-2.27	
G13-9	P.E.Nissen+,AAP, 390, 235, 2002			6338	4	-2.3	-2.27	
G13-9	K.F.Tan+,MNRAS, 392, 205, 2009			6270	3.91	-2.28	-2.27	
G13-9	D.Fabbian+,AAP, 500, 1143, 2009			6343	4.01	-2.29	-2.34	
G13-9	M.Asplund+,ApJ, 644, 229, 2006			6298	3.99	-2.3	-2.3	
G13-9	A.M.Amarsi+,AAP, 622, L4, 2019	12 07 15.07	-05 44 01.61	6330	4	-2.25	-2.25	
G13-9	P.E.Nissen+,AAP, 415, 993, 2004			6360	4.01	-2.27	-2.27	
G130-65	A.M.Boesgaard+,ApJ, 743, 140, 2011			6018	3.65	-2.21	-2.21	
G139-8	J.G.Cohen+,ApJ, 612, 1107, 2004	17 01 43.90	+16 09 03.0	6200	4.5			
G139-8	J.G.Cohen+,AJ, 124, 470, 2002	17 01 43.90	+16 09 03.0	6200	4.5	-2.04		
G139-8	C.Charbonnel+,AAP, 442, 961, 2005	17 01 43.90	+16 09 03.0	5984	3.5	-2.56	-2.56	
G139-8	A.M.Boesgaard+,ApJ, 667, 1196, 2007	17 01 43.90	+16 09 03.0	5984	3.5	-2.26	-2.26	
G139-8	J.G.Cohen+,ApJ, 778, 56, 2013	17 01 43.90	+16 09 03.0	6200	4.5	-2.04		
